person_cluster,person_category,same_person_confidence,mentions,poems,counties,distinct_standard_lemmas,distinct_local_lemmas,distinct_word_normalised_forms,standard_lemma_counts,local_lemma_counts,word_normalised_counts,english_gloss_counts,county_counts,poems_with_multiple_standard_lemmas_in_cluster,example_multi_standard_poem_ids,same_person_note
Simon / Siim / Simo,given_name_family_or_biblical,medium,504,231,28,16,42,64,Siim (235); Simo (139); Siiman (37); simo (24); siim (18); Siime (14); siiman (13); Siimon (10); Siimann (3); Simon (3); siimukene (2); siime (2); Simun (1); Siimu (1); varjo (1),Siim (195); Simo (113); Siiman (29); simo (24); Siimu (23); Siime (14); siim (13); siiman (11); Siimon (10); siimu (8); Siimann (7); Siimani (6); siimani (4); simon (4); simonen (4); Siimo (3); siimanni (3); Simon (3),Siimu (137); Simo (99); Siim (71); siimani (21); Siimanni (19); Siiman (19); Siime (14); Simon (11); simoisilla (10); Siimul (8); simoa (7); Siimule (6); Siimani (6); Siimo (4); Simolle (4); Siimoni (3); Siimon (3); simon (3),Simo (91); Siim's (90); Siim (67); Simon's (28); Siimu (26); Siiman (20); Simon (19); Siime (14); Siiman's (13); Siimu's (10); on simo-boats (10); to Siim (6),Järvamaa (76); Etelä-Karjala (59); Võrumaa (51); Harjumaa (41); Virumaa (40); Pärnumaa (34); Tartumaa (29); Viljandimaa (17); Itä- ja Pohjois-Inkeri (17); Läänemaa (16),0,,Simon/Siim/Simo/Siime equivalents.
Jacob / Jaak / Jaakko,given_name_family_or_biblical,medium,349,235,26,18,50,64,Jaakko (183); Jaak (103); Jakob (17); Jaakob (11); jaakko (9); Jaagup (7); jääk (4); Jaakup (2); Juakko (2); Jaakub (1); jäägid (1); Jakobile (1); Jaakobus (1); Jaagu (1); Jaag (1),Jaakko (140); Jaak (90); jaakko (13); Jakob (10); Jaako (8); Juakko (7); Jaagup (6); Jaagu (5); Joakko (5); juakko (5); Jakub (4); Jaakob (4); Jaakoppi (4); jaako (3); Jaakop (2); Jaag (2); Jaagul (2); jägu (2),Jaakko (95); Jaak (52); Jaagu (27); Jaakosta (22); Jaakkoon (19); Jakob (11); Jaagul (10); Jaakon (9); Juakko (8); Jakobile (7); Jaakolleni (7); Jaagupi (5); Jaaku (4); jaakosta (4); Jaakoon (3); Jaakoppi (3); jaakkoon (3); Jaakule (2),Jacob (91); Jaak (42); Jaakko (38); Jaak's (19); Jacob's (12); James (12); Jaakko's (11); to Jacob (7); from Jaakko (7); Juakko (7); to Jaakko (7); from James (7),Itä- ja Pohjois-Inkeri (34); Pohjois-Karjala (33); Viljandimaa (32); Kainuu (20); Laatokan Karjala (Raja-Karjala) (18); Pärnumaa (17); Tartumaa (16); Saaremaa (16); Etelä-Karjala (16); Võrumaa (15),1,239222,Jacob/Jaak/Jaakko equivalents.
Ilmarinen,mythic_epic,high,299,159,17,5,40,34,Ilmarinen (288); Ilmari (6); (as above) (3); (prop.name) (1); Ilmar (1),Ilmarinen (179); Ilmari (11); ilmolline (8); Ilmovoinen (7); Ilimarinen (6); Ilmarinta (6); Ilmollinen (6); Ilmoninen (5); Ilmarin (5); Ilmorinen (5); Ilmarine (4); ilmollinen (4); Ilmaroi (4); Ilmollini (4); ilmarisen (3); ilmarinen (3); ilmollini (3); ilmarini (3),Ilmarinen (191); Ilmarisen (25); Ilmarin (17); ilmarinen (7); Ilimarinen (5); Ilmollinen (5); Ilmarinta (5); Ilmarineni (4); Ilmollini (4); Ilmovoinen (4); Ilmari (3); Ilmariseni (3); Ilmaroinen (2); Ismaroinen (2); Ilmaro (2); Ilmovolla (2); Ilmariselle (1); Ilmärinen (1),Ilmarinen (229); Ilmarinen's (43); celestial (4); my Ilmarinen (3); Ilmollini (3); to Ilmarinen (2); Ilmarinens (2); my Ilmari's (2); at Ilmarinen's (2); of Ilmarinen (2); Ilmar's (1); of Elijah (1),Pohjois-Karjala (101); Laatokan Karjala (Raja-Karjala) (65); Aunus (22); Pohjois-Savo (19); Kainuu (18); Etelä-Savo (13); Itä- ja Pohjois-Inkeri (13); Keski-Inkeri (12); Länsi-Inkeri (10); Satakunta (5),2,25784; 30589,Epic figure; variants are very likely the same character.
Lemminkäinen,mythic_epic,high,269,81,9,8,40,25,Lemminkäinen (241); Lemminkäistä (8); lemminkäinen (6); Lemmingäinen (5); lempi & -inen (3); Lämminkäinen (2); lemminkäistä (2); Lemminkäisen (2),Lemminkäinen (172); lemminkäinen (9); lemminkäin+ni (7); lemminkäistä (7); lemminkäin (5); lemminkäine (5); lemminkäisen (5); Lemminkäini (4); Lemminkäin+tä (4); Lemminkäin (4); Lemmingäinen (4); Lemmingi (3); lemminkäin+en (3); Lemminkäine (3); lemmingäinen (3); lämminkäinen (2); lemmiŋgäistä (2); lemmingäinj (2),Lemminkäinen (124); Lemminkäisen (57); Lemminkäistä (43); lemminkäistä (5); Lemmingäistä (5); Lämminkäinen (4); Lemminkäine (4); Lemmingäisen (4); lemminkäinen (3); Lemmingäine (3); Lemmingi (2); Lemminkäini (2); Lemmingiga (1); Lemming (1); Lemminkäisellä (1); lemminkäine (1); Lemminköineni (1); lemmingäinen (1),Lemminkäinen (176); Lemminkäinen's (55); Lemmingäinen (8); Lemmingäinen's (5); Lemminkäistä (4); Lemming's (2); with Lemminkäinen (2); of Lemminkäinen (2); Leminkäinen (2); [hero name] (2); with Lemming (1); Lemming (1),Aunus (82); Laatokan Karjala (Raja-Karjala) (78); Viena (36); Pohjois-Karjala (29); Keski-Suomi (18); Varsinais-Suomi (17); Harjumaa (4); Pohjois-Savo (4); Itä- ja Pohjois-Inkeri (1),4,5658; 5661; 31371; 223516,Epic figure; variants are very likely the same character.
Joukamoinen / Joukahainen,mythic_epic,medium,265,97,14,9,47,28,Joukahainen (191); Joukamoinen (64); jouka & hainen (3); (Joukahainen) (2); Joukahaisen (1); Joukahaiselle (1); Joukahaisella (1); (unknown deity) (1); joukamoinen (1),Joukamoinen (75); Joukahainen (61); Joukahaini (15); Joukamoin (15); Jougamoinen (9); jougamone (7); joukahaini (6); Jougahainen (6); joukamoinen (4); joukahaisen (3); Joukavainen (3); jougahoine (3); joukamoiselle (3); Jogamoinen (3); jogamone (3); jougamone+lla (3); Joukkamoinen (3); joukamoise-n (2),Joukahainen (89); Joukamoinen (71); Joukahaisen (32); Joukamoisen (16); Jougamoinen (6); Joukamoiselle (5); Joukahaini (4); Joukahaiselta (3); Jongamoine (3); Jougamoisen (3); Jougamone (3); Jougamosella (3); Joukahamoinen (3); Joukkamoinen (3); Joukahaiselle (2); Joukamoin (2); Joukkahaalle (2); Jougahainen (2),Joukahainen (122); Joukamoinen (61); Joukahainen's (29); Joukamoinen's (17); Jougamoinen (6); from Joukahainen (4); to Joukahainen (4); to Joukamoinen (3); with Jougamone (3); Joukkamoinen (3); Joukahaisen (2); with Joukahainen (2),Laatokan Karjala (Raja-Karjala) (108); Pohjois-Karjala (45); Viena (40); Aunus (25); Keski-Inkeri (24); Keski-Suomi (6); Itä- ja Pohjois-Inkeri (4); Kainuu (3); Pohjois-Pohjanmaa (3); Länsi-Inkeri (2),5,30605; 30638; 30647; 200858; 216212,Related epic-name variants; check poem context for exact identity.
Eve / Eeva,biblical_religious,medium,256,167,28,11,28,32,Eeva (187); aatto (55); Ieva (3); Eva (2); uatto (2); Eevan (2); eel (1); eeva (1); aaton (1); Teevi (1); hevonen (1),Eeva (140); aatto (47); Ieva (26); eeva (6); uatto (6); Eva (4); Eevakka (3); Eeba (2); oatto (2); ieva (2); eevage (1); eel (1); Eevat (1); eevakka (1); Eksa (1); Eevi (1); aaton (1); eevi (1),Eeva (111); aatto (48); Ieva (15); Eevan (14); Eevaa (8); Eevat (7); Eevansa (6); aaton (6); Eevad (5); Eevakka (4); Eevale (3); uatto (3); Ievan (3); Eevaga (2); Eva (2); Eevasta (2); Eevalle (2); Eevage (1),Eve (100); eve (52); Eve's (25); Eeva (25); Eva (8); eve's (6); Eves (5); his Eve (4); Eva's (3); Eevas (3); to Eve (3); Eve (object) (3),Satakunta (23); Itä- ja Pohjois-Inkeri (23); Etelä-Savo (19); Keski-Inkeri (19); Järvamaa (16); Etelä-Karjala (16); Pohjois-Pohjanmaa (12); Pärnumaa (11); Länsi-Inkeri (11); Pohjois-Savo (11),5,11890; 12788; 236936; 240010; 265053,Eve/Eeva variants.
Judas / Juudas,biblical_religious,high,187,140,22,11,16,23,Juudas (136); Juutas (23); juudas (10); juutas (9); Judas (2); Juutas (proper noun) (2); Juuda (1); Judah (1); juutas (piru) (1); Juugas (1); Juudas (Judas) (1),"Juutas (96); Juudas (42); juutas (16); juudas (12); Juuta (7); Juuda (3); juuttahalle (2); judaselle (1); juudastõ (1); hõbe (discarded), juudas (1); Juutasko (1); juudan (1); Juugas (1); Judas (1); Jutas (1); juutaksista (1)","Juutas (96); Juudas (40); juutas (10); juudas (6); Juuda (6); Juutaan (6); Juudakselle (4); Juudan (3); juuda (2); juutaste (1); Judasele (1); juudast (1); ""Juudas"" (1); Juutasko (1); Ju (1); Juutasta (1); Juugas (1); Juutaa (1)",Judas (120); devil (16); Devil (12); Judas's (8); Judah's (7); to Judas (3); Judas' (3); Judas/devil (3); Juudas (2); Juutas (2); to-Judas (2); from Judas (1),Pohjois-Karjala (56); Laatokan Karjala (Raja-Karjala) (45); Etelä-Savo (15); Tartumaa (9); Pohjois-Savo (9); Virumaa (7); Harjumaa (6); Võrumaa (5); Järvamaa (4); Pohjois-Pohjanmaa (4),2,202944; 206129,Judas/Juudas/Juutas variants.
Tapio,mythic_deity,high,153,108,14,3,20,26,Tapio (136); Tapiola (16); Tapioinen (1),Tapio (111); Tapiola (12); Tapion (8); tapion (5); tapio (2); Tapani (1); Tapionpa (1); Tapio-pa (1); Tapivo (1); Taprio (1); tapiolaan (1); tapiolan (1); Taivo (1); Taivu (1); Tapiolasta (1); tapiolah (1); Tabio (1); Tapiolla (1),Tapion (87); Tapio (22); Tapiolan (7); Tapiolle (4); Tapiola (3); Tapiolasta (3); Tapiolaan (3); Tapiolla (2); Tapionpa (2); tapion (2); Tapiolta (2); Tapiolassa (2); Tapiota (1); Tapani (1); Tapiosta (1); Tapionin (1); Tapivon (1); Taprion (1),Tapio's (83); Tapio (23); of Tapio (15); Tapiola (3); from Tapio's (3); from Tapio (3); to Tapio (3); to Tapiola (2); at Tapio's (2); in Tapiola (2); forest/Tapio (1); (in/at) Tapio's domain (1),Laatokan Karjala (Raja-Karjala) (53); Pohjois-Karjala (45); Etelä-Savo (17); Pohjois-Savo (11); Aunus (5); Häme (4); Kainuu (4); Keski-Suomi (3); Varsinais-Suomi (1); Viena (1),3,27281; 27282; 38869,Forest deity/personified figure.
Sarah / Saara,given_name_family_or_biblical,medium,144,93,22,8,13,16,Saara (111); säär (15); säärä (7); saara (6); Saaran (2); Saaraa (1); Saara (PN) (1); Saara/saari (1),Saara (105); säärel (10); saara (9); säärä (5); säär (3); Saaran (3); sääre (2); Saaraa (2); saaraa (1); Saara-n (1); sääret (1); siäret (1); sara (1),Saara (77); Saaraa (24); Saaran (11); säärel (10); sääret (5); Saaralle (4); sääre (2); sääred (2); saara (2); säärest (1); säärä (1); Saran (1); saaraa (1); Saaralla (1); säärät (1); saaralle (1),Saara (88); on shin (10); Saara's (7); shins (4); Sarah (4); Sarah's (4); to Saara (4); Sara (3); Saara (bird) (3); shin (2); Saara (obj.) (2); legs (2),Etelä-Karjala (49); Peräpohjola (23); Läänemaa (14); Satakunta (6); Etelä-Savo (6); Länsi-Inkeri (5); Häme (5); Harjumaa (4); Pohjois-Pohjanmaa (4); Varsinais-Suomi (4),1,223998,Sarah/Saara equivalents.
Ahti,mythic_deity,high,96,67,20,3,11,12,Ahti (84); ahti (11); Ahin (1),Ahti (65); ahti (21); Ohto (2); ahin (1); aatto (1); ati (1); Ahti/Ahin (1); Ahin (1); ahilla (1); aahki (1); ahtio (1),Ahti (77); ahti (4); Ahin (3); Ahden (2); Ohto (2); ahtioksi (2); aat (1); ahteella (1); Ati (1); ahtimeen (1); Ahilla (1); aahki (1),Ahti (73); water-spirit (4); Ahti's (4); Ahti (water god) (2); Ohto (2); Ahti (proper noun) (1); Ahti (sea god) (1); by stream (1); Ati (1); to cramp (1); Ahti (god) (1); Ahti's/Ahin's (1),Aunus (18); Viena (17); Pohjois-Karjala (15); Keski-Suomi (6); Pohjois-Savo (5); Etelä-Karjala (4); Länsi-Inkeri (4); Satakunta (3); Pohjois-Pohjanmaa (3); Peräpohjola (3),1,200959,Water deity/personified figure.
Elias / Eljas,given_name_family_or_biblical,medium,30,22,14,8,9,16,Elias (19); Eljas (4); Elija (2); Eelias (1); eljas (1); Eelis (1); Eeli (1); Eelis (Finnish) (1),Elias (15); Eelis (3); Eljas (3); Iiliä (2); Eeli (2); Iilia (2); eljas (1); Ellys (1); Eliakse (1),Elias (11); Eljas (3); Eelis (2); Eelin (2); Eelias (1); eljad (1); Ellys (1); Iiliän (1); Iiliä (1); Eljasella (1); Eliaan (1); Eliaksella (1); Ilja (1); Eliaksesta (1); Ilias (1); Eelisen (1),Elias (16); Elias's (4); Elijah (3); Eljas (2); brothers-in-law (1); Ellys (1); Elijah's (1); at Eljas' (1); at Elias's (1),Virumaa (7); Etelä-Karjala (5); Länsi-Inkeri (3); Itä- ja Pohjois-Inkeri (3); Võrumaa (1); Pohjois-Karjala (1); Satakunta (1); Kainuu (1); Häme (1); Peräpohjola (1),0,,Elias/Eljas variants.
Joseph / Joosep,given_name_family_or_biblical,medium,19,18,10,3,6,8,Joosef (9); Joosep (8); Jooseppi (2),Joosep (10); Joosef (4); Joosefaana (2); joosõp (1); Jooseppaara (1); Jooseppi (1),Joosep (7); Joosef (4); Joosefaana (2); Jooseppi (2); Joosepiga (1); Jooseppaara (1); Joosefin (1); Joosepilla (1),Joseph (16); Joseph's (2); with Joseph (1),Varsinais-Suomi (5); Satakunta (3); Virumaa (2); Tartumaa (2); Setumaa (1); Harjumaa (1); Pärnumaa (1); Viljandimaa (1); Itä- ja Pohjois-Inkeri (1); Kainuu (1),0,,Joseph/Joosep variants.
