p_id,v_id,v_pos,w_pos,county,place_name,area_name,person_cluster,english_variant,word,word_normalised,word_in_english
120650,1661179,13,2,Järvamaa,Peetri,Peetri,Catherine / Kadri / Katri,Kadri,kadrile,Kadrile,to Kadri
120685,1661489,15,1,Järvamaa,Peetri,Peetri,John / Jaan / Jussi / Hans,Jaan/Jaani,jaan,Jaan,Jaan
120685,1661491,17,1,Järvamaa,Peetri,Peetri,Martin / Mart / Märt,Mart/Marti,mart,Mart,Mart
134607,1189894,4,1,Pärnumaa,Vändra,Vändra,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
134620,1882214,4,2,Pärnumaa,Vändra,Vändra,John / Jaan / Jussi / Hans,Juhan,juhan,Juhan,Juhan
134637,1882491,2,1,Tartumaa,Rõngu,Rõngu,Martin / Mart / Märt,Mardi/Mard,märdi,märdi,Märdi
134637,1882492,3,3,Tartumaa,Rõngu,Rõngu,Martin / Mart / Märt,Mardi/Mard,märdikõisi,märdikõisi,little Märdi(s)
134637,1882493,4,1,Tartumaa,Rõngu,Rõngu,Martin / Mart / Märt,Mardi/Mard,märdi,märdi,Märdi
134637,1882494,5,1,Tartumaa,Rõngu,Rõngu,Martin / Mart / Märt,Mardi/Mard,märdi,märdi,Märdi
134637,1882495,6,1,Tartumaa,Rõngu,Rõngu,Martin / Mart / Märt,Mardi/Mard,märdi,märdi,Märdi
134685,1883230,13,1,Viljandimaa,Viljandi l.,,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
134686,1883249,21,3,Virumaa,Rakvere,Rakvere,Anna / Anne / Ann / Anni,Anna,annekese,annekese,little Anna (object)
134686,1883250,23,2,Virumaa,Rakvere,Rakvere,Anna / Anne / Ann / Anni,Anna,annekese,annekese,little Anna (object)
134718,1883724,7,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
134718,1883724,7,2,Tartumaa,Kodavere,Kodavere,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
134718,1883738,23,4,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
134718,1883738,23,4,Tartumaa,Kodavere,Kodavere,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
134731,1883844,2,3,Tartumaa,Kodavere,Kodavere,Catherine / Kadri / Katri,Kadri,kadrisandi,Kadrisand,Kadri's saint
134731,1883844,2,4,Tartumaa,Kodavere,Kodavere,Catherine / Kadri / Katri,Kadri,kadrike,Kadrike,little Kadri
134731,1883845,3,1,Tartumaa,Kodavere,Kodavere,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
134731,1883845,3,4,Tartumaa,Kodavere,Kodavere,Catherine / Kadri / Katri,Kadri,kadrike,Kadrike,little Kadri
134731,1883846,4,1,Tartumaa,Kodavere,Kodavere,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
134731,1883846,4,4,Tartumaa,Kodavere,Kodavere,Catherine / Kadri / Katri,Kadri,kadrike,Kadrike,little Kadri
134768,1884154,7,2,Viljandimaa,Helme,Helme,Martin / Mart / Märt,Mart/Marti,marti,Marti,Marti
134768,1884154,7,2,Tartumaa,Kodavere,Kodavere,Martin / Mart / Märt,Mart/Marti,marti,Marti,Marti
134768,1884161,14,3,Viljandimaa,Helme,Helme,Mary / Maria / Maarja / Mari,Mari,marilt,Marilt,from Mari
134768,1884161,14,3,Tartumaa,Kodavere,Kodavere,Mary / Maria / Maarja / Mari,Mari,marilt,Marilt,from Mari
134768,1884162,15,1,Viljandimaa,Helme,Helme,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
134768,1884162,15,1,Tartumaa,Kodavere,Kodavere,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
134909,1885900,1,1,välismaa,välismaa,,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
134909,1885900,1,1,Harjumaa,Kuusalu,Kuusalu,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
135061,1803048,1,3,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mardisanti,Mardisanti,Martin's saint
135061,1888590,2,2,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mart,Mart,Martin
135061,1543881,3,1,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mart,Mart,Martin
135061,1223296,4,1,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mardi,Mardi,Martin's
135061,1888591,6,1,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mardil,Mardil,on Martin
135061,1888596,11,2,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mardi,Mardi,Martin's
135061,1888598,13,2,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mardi,Mardi,Martin's
135061,1888600,15,2,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mardi,Mardi,Martin's
135061,1888602,17,2,Virumaa,Simuna,Simuna,Martin / Mart / Märt,Martin,mart,Mart,Martin
135098,1889335,19,3,Läänemaa,Reigi,Reigi,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
135156,1890220,2,1,Läänemaa,Reigi,Reigi,Peter / Pietari / Peeter,Peter,Ptru,Peeter,Peter
135215,1891389,24,4,Läänemaa,Pühalepa,Pühalepa,Mary / Maria / Maarja / Mari,Maija/Maie,maie,maie,Maie's
135215,1891389,24,4,Läänemaa,Reigi,Reigi,Mary / Maria / Maarja / Mari,Maija/Maie,maie,maie,Maie's
135231,1891632,6,2,Läänemaa,Reigi,Reigi,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135244,1891739,13,3,Läänemaa,Käina,Käina,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135291,1892266,13,1,Järvamaa,Ambla,Ambla,Anna / Anne / Ann / Anni,Anne,annel,Annel,at Anne
135320,1189894,1,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Martin / Mart / Märt,Märt/Märti,mardi,Mardi,Märt's
135320,1368701,2,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Martin / Mart / Märt,Märt/Märti,mardi,Mardi,Märt's
135344,1892851,19,3,Tartumaa,Rõngu,Rõngu,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135344,1892851,19,5,Tartumaa,Rõngu,Rõngu,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
135344,1892871,40,2,Tartumaa,Rõngu,Rõngu,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135344,1892874,43,1,Tartumaa,Rõngu,Rõngu,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135448,1895790,30,1,Pärnumaa,Halliste,Halliste,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
135448,1895791,31,1,Pärnumaa,Halliste,Halliste,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
135457,1895920,9,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne's
135464,1896042,1,2,Pärnumaa,Karksi,Karksi,Martin / Mart / Märt,Martin,marti,mardil,Martin
135464,1896043,2,1,Pärnumaa,Karksi,Karksi,Martin / Mart / Märt,Mardi/Mard,mardil,mardil,at Mardi's
135464,1896053,19,2,Pärnumaa,Karksi,Karksi,Martin / Mart / Märt,Martin,marti,mardil,Martin
135464,1896054,20,2,Pärnumaa,Karksi,Karksi,Martin / Mart / Märt,Mardi/Mard,mardil,mardil,at Mardi's
135464,1544268,21,2,Pärnumaa,Karksi,Karksi,Martin / Mart / Märt,Mardi/Mard,mardil,mardil,at Mardi's
135464,1896068,37,2,Pärnumaa,Karksi,Karksi,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
135464,1896074,44,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135464,1599344,45,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135464,1896078,49,1,Pärnumaa,Karksi,Karksi,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
135470,1896325,2,2,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaani,Jaani,John's
135470,1896326,3,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaani,Jaani,John's
135470,1896327,4,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaani,Jaani,John's
135470,1896328,5,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaani,Jaani,John's
135470,1896329,6,2,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaani,Jaani,John's
135470,1896330,7,2,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaanil,Jaanil,on John
135470,1896331,9,2,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaanil,Jaanil,on John
135470,1896332,10,2,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaanil,Jaanil,on John
135470,1896333,11,2,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,John/St John,jaanil,Jaanil,on John
135478,1896679,10,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,ansu,Hansu,Hans'
135478,1771539,11,1,Viljandimaa,Paistu,Paistu,Martin / Mart / Märt,Mart/Marti,mardi,Mardi,Mart's
135478,1896679,33,1,Viljandimaa,Paistu,Paistu,John / Jaan / Jussi / Hans,Hans,ansu,Hansu,Hans'
135478,1771539,35,1,Viljandimaa,Paistu,Paistu,Martin / Mart / Märt,Mart/Marti,mardi,Mardi,Mart's
135524,1898049,9,3,Viljandimaa,Tarvastu,Tarvastu,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
135587,1899215,1,1,Viljandimaa,Kolga-Jaani,Kolga-Jaani,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
135587,1899216,2,1,Viljandimaa,Kolga-Jaani,Kolga-Jaani,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
135603,1899445,1,4,Viljandimaa,Kolga-Jaani,Kolga-Jaani,John / Jaan / Jussi / Hans,Jaan/Jaani,jaan,Jaan,Jaan
135603,1899447,3,1,Viljandimaa,Kolga-Jaani,Kolga-Jaani,John / Jaan / Jussi / Hans,Jaan/Jaani,jaan,Jaan,Jaan
135603,1899448,4,1,Viljandimaa,Kolga-Jaani,Kolga-Jaani,John / Jaan / Jussi / Hans,Jaan/Jaani,jaan,Jaan,Jaan
135644,1900039,15,2,Võrumaa,Hargla,Hargla,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135644,1900039,16,2,Võrumaa,Hargla,Hargla,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135695,1900471,1,1,,,,John / Jaan / Jussi / Hans,John/St John,Jaan,Jaan,John
135712,1900589,18,3,Viljandimaa,Tarvastu,Tarvastu,Anna / Anne / Ann / Anni,Ann,annekene,annekene,little Ann
135712,1722353,23,1,Viljandimaa,Tarvastu,Tarvastu,Mary / Maria / Maarja / Mari,Mari,mari,mari,Mari
135712,1722355,25,1,Viljandimaa,Tarvastu,Tarvastu,Anna / Anne / Ann / Anni,Anne,anne,anne,Anne
135721,1900666,2,1,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900666,2,5,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900666,2,8,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900667,3,1,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900667,3,3,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900667,3,5,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900668,4,1,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900668,4,6,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900669,5,1,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135721,1900669,5,6,Tartumaa,Torma,Torma,Martin / Mart / Märt,Martin,Marti,Marti,Martin
135742,1900869,2,2,Viljandimaa,Paistu,Paistu,Mary / Maria / Maarja / Mari,Mari,Mari,Mari,Mari
135765,1900975,3,2,,,,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
135765,1900976,4,2,,,,John / Jaan / Jussi / Hans,Hans,hans,Hans,Hans
135765,1900977,5,1,,,,Peter / Pietari / Peeter,Peter,peeter,Peeter,Peter
135765,1900978,6,1,,,,Peter / Pietari / Peeter,Peter,peeter,Peeter,Peter
135792,1901249,2,1,,,,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135792,1901250,3,1,,,,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135792,1901251,4,1,,,,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135792,1901251,4,4,,,,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135832,1901791,1,1,Võrumaa,Räpina,Räpina,John / Jaan / Jussi / Hans,Hans,hansul,Hansul,Hans
135874,1902531,4,3,Tartumaa,Torma,Torma,John / Jaan / Jussi / Hans,Jaan/Jaani,jaanikene,Jaanikene,little Jaan
135874,1902532,6,3,Tartumaa,Torma,Torma,John / Jaan / Jussi / Hans,Jaan/Jaani,jaanikene,Jaanikene,little Jaan
135875,1902533,3,3,Tartumaa,Torma,Torma,John / Jaan / Jussi / Hans,John/St John,jaanikene,Jaanikene,Little John
135875,1902533,5,3,Tartumaa,Torma,Torma,John / Jaan / Jussi / Hans,John/St John,jaanikene,Jaanikene,Little John
135892,1902819,1,1,Viljandimaa,Kolga-Jaani,Kolga-Jaani,Mary / Maria / Maarja / Mari,Mari,Mari,Mari,Mari
135904,1903134,18,3,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Anne,anne,anne,Anne
135909,1209201,2,1,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135909,1903285,26,1,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135909,1903288,29,1,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135909,1903291,33,1,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135909,1903295,37,1,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135909,1903296,38,3,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135909,1903297,39,3,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135909,1903299,41,3,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135909,1903300,42,1,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
135909,1903302,44,1,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Ann,ann,Ann,Ann
135953,1904312,5,3,Saaremaa,Muhu,Muhu,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
135953,1904313,6,1,Saaremaa,Muhu,Muhu,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
135953,1904314,7,1,Saaremaa,Muhu,Muhu,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
135957,1904371,18,3,Saaremaa,Muhu,Muhu,Anna / Anne / Ann / Anni,Anna,anneke,anneke,little Anna
136016,1906438,26,3,Saaremaa,Muhu,Muhu,Peter / Pietari / Peeter,Peter,peetrit,Peetrit,Peter
136016,1906439,27,1,Saaremaa,Muhu,Muhu,Peter / Pietari / Peeter,Peter,peeter,Peeter,Peter
136016,1906444,32,1,Saaremaa,Muhu,Muhu,Peter / Pietari / Peeter,Peter,peeter,Peeter,Peter
136021,1906533,1,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,Hans,hansu,Hansu,Hans's
136037,1906818,9,2,Viljandimaa,Pilistvere,Pilistvere,Anna / Anne / Ann / Anni,Ann,Anned,Annid/anned,Ann/ducks
136043,1906849,1,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,John/St John,Jaan,Jaan,John
136043,1906849,1,3,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,John/St John,Jaaniku,Jaaniku,Little John
136043,1906849,1,5,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,John/St John,Jaaniku,Jaaniku,Little John
136043,1906849,1,6,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,John/St John,Jaaniku,Jaaniku,Little John
136043,1906850,2,4,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,John/St John,Jaaniku,Jaaniku,Little John
136043,1906850,2,5,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,John/St John,Jaaniku,Jaaniku,Little John
136115,1907809,2,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,Hans,hansukene,hansukene,little Hans
136116,1907824,2,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,Hans,hansukene,hansukene,little Hans
136124,1270806,1,1,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136124,1270806,1,3,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136124,1872203,2,1,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136124,1275840,3,2,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136124,1907890,4,1,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136168,1487312,1,1,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mari,Marikene,Marikene,Little Mari
136168,1275840,2,2,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mari,Mari,Mari,Mari
136168,1275841,3,1,Viljandimaa,Pilistvere,Pilistvere,Mary / Maria / Maarja / Mari,Mari,Mari,Mari,Mari
136171,1908517,1,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,Jaan/Jaani,Jaaniku,Jaaniku,Jaan
136174,1908535,1,1,Viljandimaa,Pilistvere,Pilistvere,Anna / Anne / Ann / Anni,Ann,Ann,Ann,Ann
136175,1400137,4,1,Viljandimaa,Pilistvere,Pilistvere,John / Jaan / Jussi / Hans,John/St John,jaanikannid,jaanikannid,St. John's jugs (plant metaphor)
136196,1909064,1,2,Viljandimaa,Suure-Jaani,Suure-Jaani,Anna / Anne / Ann / Anni,Ann,Ann,Ann,Ann
136196,1909067,4,2,Viljandimaa,Suure-Jaani,Suure-Jaani,Anna / Anne / Ann / Anni,Ann,Ann,Ann,Ann
136215,1370605,6,2,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,Kaie,Kaie
136215,1370605,6,4,Viljandimaa,Suure-Jaani,Suure-Jaani,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
136215,1909342,7,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,Kaie,Kaie
136215,1909343,8,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
136231,1909547,1,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Peter / Pietari / Peeter,Peter,peetrikene,Peetrikene,little Peter
136231,1909547,7,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Peter / Pietari / Peeter,Peter,peetrikene,Peetrikene,little Peter
136237,1909621,2,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136237,1909631,13,2,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136237,1909632,14,2,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136237,1909641,24,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136237,1909641,24,3,Viljandimaa,Suure-Jaani,Suure-Jaani,Martin / Mart / Märt,Märt/Märti,märti,Märti,to Märt
136237,1909656,41,2,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadril,Kadril,on Kadri
136237,1909657,42,2,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadril,Kadril,on Kadri
136237,1909662,47,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136237,1909663,48,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136237,1909664,49,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136300,1910868,13,3,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136300,1910869,14,1,Viljandimaa,Suure-Jaani,Suure-Jaani,Catherine / Kadri / Katri,Kadri,kadri,Kadri,Kadri
136351,1912694,50,1,Läänemaa,Mihkli,Mihkli,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
136351,1849437,51,1,Läänemaa,Mihkli,Mihkli,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
136351,1465953,64,2,Läänemaa,Mihkli,Mihkli,Martin / Mart / Märt,Mardi/Mard,mardile,mardile,to Mardi
136351,1912701,65,2,Läänemaa,Mihkli,Mihkli,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
136351,1912708,72,1,Läänemaa,Mihkli,Mihkli,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
136351,1912709,73,1,Läänemaa,Mihkli,Mihkli,Martin / Mart / Märt,Mardi/Mard,mardi,mardi,Mardi's
136384,1913518,3,4,Pärnumaa,Tõstamaa,Tõstamaa,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
136384,1397768,30,1,Pärnumaa,Tõstamaa,Tõstamaa,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
136392,1913685,6,2,Läänemaa,Varbla,Varbla,Peter / Pietari / Peeter,Peeter,peetri,Peetri,Peeter's
136394,1913737,21,2,Läänemaa,Varbla,Varbla,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136434,1914413,1,1,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1914413,1,3,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märti,Märti,Märti
136434,1914413,1,4,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märti,Märti,Märti
136434,1914417,5,3,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdikeise,Märtikeise,little Märt
136434,1914418,6,1,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1599339,7,1,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1914419,8,1,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1914420,9,1,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1914423,13,2,Tartumaa,Kambja,Kambja,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
136434,1914435,29,3,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1914437,31,3,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1914439,33,3,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136434,1914441,35,3,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,märdi,Märti,Märt's
136459,1914986,1,1,Tartumaa,Otepää,Otepää,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136459,1914987,2,2,Tartumaa,Otepää,Otepää,Mary / Maria / Maarja / Mari,Mary,mari,Mari,Mary
136498,1915403,3,2,Tartumaa,Kambja,Kambja,Anna / Anne / Ann / Anni,Anne,Anne,Anne,Anne
136498,1915403,3,3,Tartumaa,Kambja,Kambja,Martin / Mart / Märt,Märt/Märti,Märti,Märti,Märt's
136545,1915894,17,5,Viljandimaa,Helme,Helme,John / Jaan / Jussi / Hans,Jaan/Jaani,jaani,Jaani,Jaani
136580,1916674,1,1,Viljandimaa,Helme,Helme,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
136580,1916676,3,1,Viljandimaa,Helme,Helme,John / Jaan / Jussi / Hans,Ants,ants,Ants,Ants
136580,1916679,6,2,Viljandimaa,Helme,Helme,John / Jaan / Jussi / Hans,Ants,antsu,Antsu,Ants's
136580,1916680,7,3,Viljandimaa,Helme,Helme,John / Jaan / Jussi / Hans,Ants,antsuke,Antsuke,little Ants
136580,1916681,8,4,Viljandimaa,Helme,Helme,John / Jaan / Jussi / Hans,Ants,antsuke,Antsuke,little Ants
136609,1917283,7,2,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
136609,1917287,12,1,Pärnumaa,Karksi,Karksi,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne
136614,1917489,39,2,Pärnumaa,Saarde,Saarde,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,Kaie,Kaie's
136614,1917490,40,2,Pärnumaa,Saarde,Saarde,Anna / Anne / Ann / Anni,Anne,anne,Anne,Anne's
136670,1918812,8,1,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Mary,maari,Maarja,Virgin Mary
136679,1919062,1,1,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Mary,marikene,Marikene,little Mary
136680,1919081,7,4,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
136680,1919082,8,2,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
136680,1919090,17,3,Pärnumaa,Karksi,Karksi,Mary / Maria / Maarja / Mari,Maija/Maie,maie,Maie,Maie
136739,1920352,1,1,Järvamaa,Türi,Türi,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
136739,1920352,1,4,Järvamaa,Türi,Türi,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
136739,1293035,2,1,Järvamaa,Türi,Türi,Mary / Maria / Maarja / Mari,Mari,mari,Mari,Mari
136774,1920592,7,4,Järvamaa,Türi,Türi,John / Jaan / Jussi / Hans,Jaan/Jaani,jaani,Jaani,Jaan's
136838,1691738,2,4,Järvamaa,Türi,Türi,Catherine / Kadri / Katri,Kaisa/Kaie,kaie,Kaie,Kaie
