person_cluster,area_name,variant,mentions,poems
Mary / Maria / Maarja / Mari,Kuusjärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Kymi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Käina,Maarja,1,1
Mary / Maria / Maarja / Mari,Kärla,Mari,1,1
Mary / Maria / Maarja / Mari,Kärsämäki,Other,2,1
Mary / Maria / Maarja / Mari,Kõpu,Mari,5,1
Mary / Maria / Maarja / Mari,Laihia,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Laihia,Maria,4,4
Mary / Maria / Maarja / Mari,Laitila,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Laitila,Mari,2,2
Mary / Maria / Maarja / Mari,Laiuse,Maarja,4,1
Mary / Maria / Maarja / Mari,Laiuse,Mari,17,12
Mary / Maria / Maarja / Mari,Laiuse,Maria,4,3
Mary / Maria / Maarja / Mari,Lammi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Lappajärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Lappajärvi,Maria,4,3
Mary / Maria / Maarja / Mari,Lappee,Mari,1,1
Mary / Maria / Maarja / Mari,Lappee,Maria,3,2
Mary / Maria / Maarja / Mari,Lappee,Other,1,1
Mary / Maria / Maarja / Mari,Lapua,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Lapväärtti,Maria,2,1
Mary / Maria / Maarja / Mari,Lavansaari,Mari,2,1
Mary / Maria / Maarja / Mari,Lemi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Lemi,Maria,1,1
Mary / Maria / Maarja / Mari,Lempaala,Maaria,8,7
Mary / Maria / Maarja / Mari,Lempaala,Maija/Maie,4,4
Mary / Maria / Maarja / Mari,Lempaala,Mari,1,1
Mary / Maria / Maarja / Mari,Lempaala,Maria,7,6
Mary / Maria / Maarja / Mari,Lempaala,Other,3,2
Mary / Maria / Maarja / Mari,Leppävirta,Maaria,1,1
Mary / Maria / Maarja / Mari,Leppävirta,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Leppävirta,Maria,3,1
Mary / Maria / Maarja / Mari,Lieto,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Lihula,Mari,3,3
Mary / Maria / Maarja / Mari,Liissilä,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Liissilä,Mari,2,2
Mary / Maria / Maarja / Mari,Liissilä,Maria,3,3
Mary / Maria / Maarja / Mari,Liperi,Maaria,2,2
Mary / Maria / Maarja / Mari,Liperi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Liperi,Maria,2,2
Mary / Maria / Maarja / Mari,Lohtaja,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Loppi,Maaria,4,3
Mary / Maria / Maarja / Mari,Loppi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Loppi,Maria,1,1
Mary / Maria / Maarja / Mari,Luhanka,Maaria,1,1
Mary / Maria / Maarja / Mari,Luhanka,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Luhanka,Maria,1,1
Mary / Maria / Maarja / Mari,Lumivaara,Maaria,1,1
Mary / Maria / Maarja / Mari,Luopioinen,Maaria,1,1
Mary / Maria / Maarja / Mari,Luumäki,Maaria,1,1
Mary / Maria / Maarja / Mari,Luumäki,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Luumäki,Maria,3,3
Mary / Maria / Maarja / Mari,Luumäki,Other,1,1
Mary / Maria / Maarja / Mari,Lääne-Nigula,Maarja,1,1
Mary / Maria / Maarja / Mari,Lääne-Nigula,Mari,3,3
Mary / Maria / Maarja / Mari,Lüganuse,Maarja,3,3
Mary / Maria / Maarja / Mari,Lüganuse,Mari,22,15
Mary / Maria / Maarja / Mari,Lüganuse,Maria,2,1
Mary / Maria / Maarja / Mari,Maaninka,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Maarja-Magdaleena,Maaria,1,1
Mary / Maria / Maarja / Mari,Maarja-Magdaleena,Mari,24,12
Mary / Maria / Maarja / Mari,Maarja-Magdaleena,Other,1,1
Mary / Maria / Maarja / Mari,Markkova,Maaria,1,1
Mary / Maria / Maarja / Mari,Markkova,Mari,3,1
Mary / Maria / Maarja / Mari,Markkova,Maria,1,1
Mary / Maria / Maarja / Mari,Martna,Mari,8,3
Mary / Maria / Maarja / Mari,Marttila,Maarja,2,1
Mary / Maria / Maarja / Mari,Marttila,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Marttila,Maria,5,4
Mary / Maria / Maarja / Mari,Masku,Maria,1,1
Mary / Maria / Maarja / Mari,Merijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Merikarvia,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Merikarvia,Maria,1,1
Mary / Maria / Maarja / Mari,Metsäpirtti,Maaria,1,1
Mary / Maria / Maarja / Mari,Metsäpirtti,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Metsäpirtti,Maria,6,5
Mary / Maria / Maarja / Mari,Mietoinen,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Mihkli,Mari,13,6
Mary / Maria / Maarja / Mari,Miikkulainen,Maaria,1,1
Mary / Maria / Maarja / Mari,Miikkulainen,Mari,2,2
Mary / Maria / Maarja / Mari,Moloskovitsa,Maaria,4,4
Mary / Maria / Maarja / Mari,Moloskovitsa,Mari,6,4
Mary / Maria / Maarja / Mari,Moloskovitsa,Maria,2,2
Mary / Maria / Maarja / Mari,Moloskovitsa,Other,1,1
Mary / Maria / Maarja / Mari,Mouhijärvi,Maaria,2,1
Mary / Maria / Maarja / Mari,Mouhijärvi,Maija/Maie,9,6
Mary / Maria / Maarja / Mari,Muhos,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Muhos,Maria,1,1
Mary / Maria / Maarja / Mari,Muhu,Maarja,1,1
Mary / Maria / Maarja / Mari,Muhu,Mari,13,10
Mary / Maria / Maarja / Mari,Multia,Maria,1,1
Mary / Maria / Maarja / Mari,Muolaa,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Muolaa,Mari,7,4
Mary / Maria / Maarja / Mari,Mustjala,Mari,7,7
Mary / Maria / Maarja / Mari,Muurla,Maarja,2,1
Mary / Maria / Maarja / Mari,Muurla,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Muurla,Maria,2,1
Mary / Maria / Maarja / Mari,Muuruvesi,Maria,1,1
Mary / Maria / Maarja / Mari,Mynämäki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Mäntsälä,Maaria,2,1
Mary / Maria / Maarja / Mari,Mäntsälä,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Mäntyharju,Maija/Maie,6,5
Mary / Maria / Maarja / Mari,Mäntyharju,Maria,1,1
Mary / Maria / Maarja / Mari,Märjamaa,Maarja,3,2
Mary / Maria / Maarja / Mari,Märjamaa,Mari,7,4
Mary / Maria / Maarja / Mari,Nakkila,Maaria,1,1
Mary / Maria / Maarja / Mari,Narvusi,Maaria,45,28
Mary / Maria / Maarja / Mari,Narvusi,Maarja,2,2
Mary / Maria / Maarja / Mari,Narvusi,Maija/Maie,173,44
Mary / Maria / Maarja / Mari,Narvusi,Mari,38,22
Mary / Maria / Maarja / Mari,Narvusi,Maria,36,21
Mary / Maria / Maarja / Mari,Narvusi,Other,21,10
Mary / Maria / Maarja / Mari,Nilsiä,Other,3,3
Mary / Maria / Maarja / Mari,Nissi,Mari,4,2
Mary / Maria / Maarja / Mari,Nivala,Maaria,2,1
Mary / Maria / Maarja / Mari,Nivala,Other,1,1
Mary / Maria / Maarja / Mari,Norra Finnskoga,Maria,2,2
Mary / Maria / Maarja / Mari,Nousiainen,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Nousiainen,Maria,1,1
Mary / Maria / Maarja / Mari,Nurmes,Maaria,9,6
Mary / Maria / Maarja / Mari,Nurmes,Maija/Maie,7,6
Mary / Maria / Maarja / Mari,Nurmes,Maria,5,4
Mary / Maria / Maarja / Mari,Nyskoga,Other,1,1
Mary / Maria / Maarja / Mari,Nõo,Mari,3,3
Mary / Maria / Maarja / Mari,Nõo,Other,1,1
Mary / Maria / Maarja / Mari,Oravainen,Maria,1,1
Mary / Maria / Maarja / Mari,Orimattila,Maaria,2,1
Mary / Maria / Maarja / Mari,Orimattila,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Orimattila,Maria,1,1
Mary / Maria / Maarja / Mari,Otepää,Maarja,4,4
Mary / Maria / Maarja / Mari,Otepää,Mari,12,10
Mary / Maria / Maarja / Mari,Oulu,Maaria,1,1
Mary / Maria / Maarja / Mari,Oulu,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Oulu,Maria,2,1
Mary / Maria / Maarja / Mari,Paattinen,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Paavola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Padasjoki,Maaria,1,1
Mary / Maria / Maarja / Mari,Paide,Maarja,1,1
Mary / Maria / Maarja / Mari,Paide,Mari,11,3
Mary / Maria / Maarja / Mari,Paide,Maria,1,1
Mary / Maria / Maarja / Mari,Paimio,Maaria,2,1
Mary / Maria / Maarja / Mari,Paimio,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Paimio,Maria,3,1
Mary / Maria / Maarja / Mari,Paistu,Maarja,17,13
Mary / Maria / Maarja / Mari,Paistu,Mari,40,29
Mary / Maria / Maarja / Mari,Paistu,Other,5,3
Mary / Maria / Maarja / Mari,Palamuse,Maarja,2,1
Mary / Maria / Maarja / Mari,Palamuse,Mari,36,17
Mary / Maria / Maarja / Mari,Palamuse,Other,1,1
Mary / Maria / Maarja / Mari,Paltamo,Maria,6,2
Mary / Maria / Maarja / Mari,Parkano,Maaria,1,1
Mary / Maria / Maarja / Mari,Parkano,Maria,3,3
Mary / Maria / Maarja / Mari,Peetri,Maaria,1,1
Mary / Maria / Maarja / Mari,Peetri,Mari,23,17
Mary / Maria / Maarja / Mari,Peetri,Other,1,1
Mary / Maria / Maarja / Mari,Perho,Other,2,1
Mary / Maria / Maarja / Mari,Perniö,Maaria,1,1
Mary / Maria / Maarja / Mari,Perniö,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Perniö,Maria,1,1
Mary / Maria / Maarja / Mari,Pertteli,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Pieksämäki,Maaria,2,2
Mary / Maria / Maarja / Mari,Pieksämäki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Pieksämäki,Maria,3,3
Mary / Maria / Maarja / Mari,Pieksämäki,Other,2,2
Mary / Maria / Maarja / Mari,Pielavesi,Maaria,3,2
Mary / Maria / Maarja / Mari,Pielavesi,Maria,5,4
Mary / Maria / Maarja / Mari,Pielisjärvi,Maaria,3,3
Mary / Maria / Maarja / Mari,Pielisjärvi,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Pielisjärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Pihlajavesi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Piikkiö,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Piippola,Maaria,1,1
Mary / Maria / Maarja / Mari,Piippola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Piippola,Maria,3,1
Mary / Maria / Maarja / Mari,Pilistvere,Maarja,2,2
Mary / Maria / Maarja / Mari,Pilistvere,Mari,38,19
Mary / Maria / Maarja / Mari,Pilistvere,Maria,1,1
Mary / Maria / Maarja / Mari,Pistojärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Polvijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Pomarkku,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Porajärvi,Maaria,10,7
Mary / Maria / Maarja / Mari,Porajärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Porajärvi,Maria,7,5
Mary / Maria / Maarja / Mari,Pori,Maaria,1,1
Mary / Maria / Maarja / Mari,Posio,Maria,1,1
Mary / Maria / Maarja / Mari,Pudasjärvi,Maaria,3,2
Mary / Maria / Maarja / Mari,Pudasjärvi,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Pudasjärvi,Other,1,1
Mary / Maria / Maarja / Mari,Puhja,Maarja,3,2
Mary / Maria / Maarja / Mari,Puhja,Mari,24,9
Mary / Maria / Maarja / Mari,Punkalaidun,Maaria,2,1
Mary / Maria / Maarja / Mari,Punkalaidun,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Puolanka,Maaria,2,1
Mary / Maria / Maarja / Mari,Puolanka,Maria,1,1
Mary / Maria / Maarja / Mari,Pusula,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Puumala,Maria,3,2
Mary / Maria / Maarja / Mari,Pyhäjärvi Ol.,Maaria,1,1
Mary / Maria / Maarja / Mari,Pyhäjärvi Ol.,Maria,1,1
Mary / Maria / Maarja / Mari,Pyhäjärvi Ul.,Maaria,3,2
Mary / Maria / Maarja / Mari,Pyhäjärvi Ul.,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Pyhäjärvi Vpl.,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Pyhäjärvi Vpl.,Maria,1,1
Mary / Maria / Maarja / Mari,Pyhäselkä,Maria,1,1
Mary / Maria / Maarja / Mari,Pylkönmäki,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Pälkjärvi,Maaria,2,2
Mary / Maria / Maarja / Mari,Pälkjärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Pälkjärvi,Maria,3,2
Mary / Maria / Maarja / Mari,Pälkäne,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Pärnu,Maarja,2,2
Mary / Maria / Maarja / Mari,Pärnu,Mari,12,10
Mary / Maria / Maarja / Mari,Pärnu-Jaagupi,Maarja,9,1
Mary / Maria / Maarja / Mari,Pärnu-Jaagupi,Mari,15,9
Mary / Maria / Maarja / Mari,Põltsamaa,Maarja,1,1
Mary / Maria / Maarja / Mari,Põltsamaa,Mari,42,20
Mary / Maria / Maarja / Mari,Põltsamaa,Maria,9,6
Mary / Maria / Maarja / Mari,Põltsamaa,Other,2,2
Mary / Maria / Maarja / Mari,Põlva,Maarja,3,2
Mary / Maria / Maarja / Mari,Põlva,Mari,12,10
Mary / Maria / Maarja / Mari,Põlva,Other,1,1
Mary / Maria / Maarja / Mari,Pöide,Mari,26,6
Mary / Maria / Maarja / Mari,Pöide,Maria,1,1
Mary / Maria / Maarja / Mari,Pöytyä,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Pühalepa,Mari,11,6
Mary / Maria / Maarja / Mari,Pühalepa,Other,1,1
Mary / Maria / Maarja / Mari,Raahe,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Rakvere,Mari,3,2
Mary / Maria / Maarja / Mari,Rannu,Maarja,1,1
Mary / Maria / Maarja / Mari,Rannu,Mari,19,10
Mary / Maria / Maarja / Mari,Rantsila,Maaria,2,2
Mary / Maria / Maarja / Mari,Rantsila,Maija/Maie,5,4
Mary / Maria / Maarja / Mari,Ranua,Maija/Maie,7,5
Mary / Maria / Maarja / Mari,Ranua,Maria,1,1
Mary / Maria / Maarja / Mari,Rapla,Mari,6,5
Mary / Maria / Maarja / Mari,Rauma,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Rautalampi,Maaria,1,1
Mary / Maria / Maarja / Mari,Rautalampi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Rautavaara,Maaria,2,2
Mary / Maria / Maarja / Mari,Reigi,Mari,9,6
Mary / Maria / Maarja / Mari,Renko,Maria,3,2
Mary / Maria / Maarja / Mari,Repola,Maaria,8,6
Mary / Maria / Maarja / Mari,Repola,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Repola,Mari,1,1
Mary / Maria / Maarja / Mari,Repola,Maria,10,7
Mary / Maria / Maarja / Mari,Ridala,Maarja,1,1
Mary / Maria / Maarja / Mari,Ridala,Mari,4,2
Mary / Maria / Maarja / Mari,Ridala,Other,1,1
Mary / Maria / Maarja / Mari,Riipuskala,Maaria,4,3
Mary / Maria / Maarja / Mari,Riipuskala,Maria,1,1
Mary / Maria / Maarja / Mari,Risti,Maarja,4,2
Mary / Maria / Maarja / Mari,Risti,Mari,35,14
Mary / Maria / Maarja / Mari,Risti,Other,2,2
Mary / Maria / Maarja / Mari,Ristijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ropsu,Maria,1,1
Mary / Maria / Maarja / Mari,Rovaniemi,Maaria,1,1
Mary / Maria / Maarja / Mari,Rovaniemi,Maija/Maie,4,4
Mary / Maria / Maarja / Mari,Rovaniemi,Maria,3,3
Mary / Maria / Maarja / Mari,Rovaniemi,Other,1,1
Mary / Maria / Maarja / Mari,Ruokolahti,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ruotsin Ylitornio,Maria,2,1
Mary / Maria / Maarja / Mari,Ruotsinpyhtää,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ruovesi,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Ruskeala,Maaria,1,1
Mary / Maria / Maarja / Mari,Ruskeala,Maria,1,1
Mary / Maria / Maarja / Mari,Rymättylä,Maaria,2,1
Mary / Maria / Maarja / Mari,Räisälä,Mari,1,1
Mary / Maria / Maarja / Mari,Räpina,Maarja,16,8
Mary / Maria / Maarja / Mari,Räpina,Mari,38,22
Mary / Maria / Maarja / Mari,Räpina,Other,9,5
Mary / Maria / Maarja / Mari,Rääkkylä,Maaria,1,1
Mary / Maria / Maarja / Mari,Rääkkylä,Other,1,1
Mary / Maria / Maarja / Mari,Rääpyvä,Maaria,2,2
Mary / Maria / Maarja / Mari,Rääpyvä,Maria,1,1
Mary / Maria / Maarja / Mari,Rääpyvä,Other,2,1
Mary / Maria / Maarja / Mari,Rõngu,Maarja,4,3
Mary / Maria / Maarja / Mari,Rõngu,Mari,7,5
Mary / Maria / Maarja / Mari,Rõngu,Maria,1,1
Mary / Maria / Maarja / Mari,Rõngu,Other,1,1
Mary / Maria / Maarja / Mari,Rõuge,Maarja,1,1
Mary / Maria / Maarja / Mari,Rõuge,Mari,34,16
Mary / Maria / Maarja / Mari,Rõuge,Other,3,2
Mary / Maria / Maarja / Mari,Saarde,Maarja,10,5
Mary / Maria / Maarja / Mari,Saarde,Mari,7,6
Mary / Maria / Maarja / Mari,Saarde,Maria,1,1
Mary / Maria / Maarja / Mari,Saari,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Saarijärvi,Maaria,1,1
Mary / Maria / Maarja / Mari,Saarijärvi,Maija/Maie,11,11
Mary / Maria / Maarja / Mari,Saarijärvi,Maria,4,3
Mary / Maria / Maarja / Mari,Sahalahti,Maria,3,2
Mary / Maria / Maarja / Mari,Sakkola,Mari,1,1
Mary / Maria / Maarja / Mari,Salmi,Maaria,11,9
Mary / Maria / Maarja / Mari,Salmi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Salmi,Maria,14,14
Mary / Maria / Maarja / Mari,Salo,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Salo,Maria,1,1
Mary / Maria / Maarja / Mari,Sangaste,Maarja,12,9
Mary / Maria / Maarja / Mari,Sangaste,Mari,49,32
Mary / Maria / Maarja / Mari,Sangaste,Maria,5,2
Mary / Maria / Maarja / Mari,Sangaste,Other,1,1
Mary / Maria / Maarja / Mari,Savitaipale,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Savitaipale,Maria,2,2
Mary / Maria / Maarja / Mari,Savonlinna,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Savonranta,Maaria,5,3
Mary / Maria / Maarja / Mari,Seiskari,Mari,2,1
Mary / Maria / Maarja / Mari,Serepetta,Maaria,3,2
Mary / Maria / Maarja / Mari,Serepetta,Maija/Maie,4,2
Mary / Maria / Maarja / Mari,Serepetta,Mari,5,3
Mary / Maria / Maarja / Mari,Serepetta,Maria,1,1
Mary / Maria / Maarja / Mari,Serepetta,Other,7,2
Mary / Maria / Maarja / Mari,Setumaa,Maarja,75,34
Mary / Maria / Maarja / Mari,Setumaa,Mari,175,101
Mary / Maria / Maarja / Mari,Setumaa,Maria,14,5
Mary / Maria / Maarja / Mari,Setumaa,Other,29,22
Mary / Maria / Maarja / Mari,Siikainen,Maria,1,1
Mary / Maria / Maarja / Mari,Siilinjärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Simo,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Simo,Maria,1,1
Mary / Maria / Maarja / Mari,Simuna,Maarja,8,8
Mary / Maria / Maarja / Mari,Simuna,Mari,11,11
Mary / Maria / Maarja / Mari,Simuna,Maria,3,2
Mary / Maria / Maarja / Mari,Soanlahti,Maria,5,5
Mary / Maria / Maarja / Mari,Sodankylä,Maaria,2,1
Mary / Maria / Maarja / Mari,Sodankylä,Maria,2,2
Mary / Maria / Maarja / Mari,Soikkola,Maaria,37,25
Mary / Maria / Maarja / Mari,Soikkola,Maarja,1,1
Mary / Maria / Maarja / Mari,Soikkola,Maija/Maie,43,19
Mary / Maria / Maarja / Mari,Soikkola,Mari,10,4
Mary / Maria / Maarja / Mari,Soikkola,Maria,19,10
Mary / Maria / Maarja / Mari,Soikkola,Other,7,6
Mary / Maria / Maarja / Mari,Soini,Maria,1,1
Mary / Maria / Maarja / Mari,Somerniemi,Maaria,1,1
Mary / Maria / Maarja / Mari,Somerniemi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Somerniemi,Maria,1,1
Mary / Maria / Maarja / Mari,Somero,Maaria,2,1
Mary / Maria / Maarja / Mari,Somero,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Somero,Maria,3,2
Mary / Maria / Maarja / Mari,Sonkajärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Sortavala,Maaria,1,1
Mary / Maria / Maarja / Mari,Sortavala,Maija/Maie,3,3
Mary / Maria / Maarja / Mari,Sortavala,Mari,1,1
Mary / Maria / Maarja / Mari,Sortavala,Maria,1,1
Mary / Maria / Maarja / Mari,Sotkamo,Maaria,1,1
Mary / Maria / Maarja / Mari,Sotkamo,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Soutjärvi,Maria,2,2
Mary / Maria / Maarja / Mari,Suistamo,Maaria,12,12
Mary / Maria / Maarja / Mari,Suistamo,Maija/Maie,10,8
Mary / Maria / Maarja / Mari,Suistamo,Mari,6,5
Mary / Maria / Maarja / Mari,Suistamo,Maria,50,42
Mary / Maria / Maarja / Mari,Suistamo,Other,3,3
Mary / Maria / Maarja / Mari,Sulkava,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Suojärvi,Maaria,24,19
Mary / Maria / Maarja / Mari,Suojärvi,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Suojärvi,Mari,2,2
Mary / Maria / Maarja / Mari,Suojärvi,Maria,37,24
Mary / Maria / Maarja / Mari,Suojärvi,Other,9,5
Mary / Maria / Maarja / Mari,Suomusjärvi,Maarja,1,1
Mary / Maria / Maarja / Mari,Suomussalmi,Maaria,3,2
Mary / Maria / Maarja / Mari,Suomussalmi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Suomussalmi,Maria,1,1
Mary / Maria / Maarja / Mari,Suonenjoki,Maaria,2,1
Mary / Maria / Maarja / Mari,Suure-Jaani,Maarja,2,1
Mary / Maria / Maarja / Mari,Suure-Jaani,Mari,30,15
Mary / Maria / Maarja / Mari,Suure-Jaani,Maria,2,2
Mary / Maria / Maarja / Mari,Säkkijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Sääksmäki,Maaria,2,1
Mary / Maria / Maarja / Mari,Sääksmäki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Sääksmäki,Maria,6,3
Mary / Maria / Maarja / Mari,Säämäjärvi,Maaria,2,2
Mary / Maria / Maarja / Mari,Södra Finnskoga,Maaria,1,1
Mary / Maria / Maarja / Mari,Södra Finnskoga,Maria,1,1
Mary / Maria / Maarja / Mari,Taipalsaari,Maaria,2,1
Mary / Maria / Maarja / Mari,Tammela,Maaria,4,3
Mary / Maria / Maarja / Mari,Tammela,Maija/Maie,4,4
Mary / Maria / Maarja / Mari,Tammela,Maria,7,4
Mary / Maria / Maarja / Mari,Tartu-Maarja,Maarja,1,1
Mary / Maria / Maarja / Mari,Tartu-Maarja,Mari,10,8
Mary / Maria / Maarja / Mari,Tartu-Maarja,Other,1,1
Mary / Maria / Maarja / Mari,Tarvastu,Maaria,1,1
Mary / Maria / Maarja / Mari,Tarvastu,Maarja,7,7
Mary / Maria / Maarja / Mari,Tarvastu,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Tarvastu,Mari,37,27
Mary / Maria / Maarja / Mari,Tarvastu,Other,2,2
Mary / Maria / Maarja / Mari,Terijoki,Mari,4,2
Mary / Maria / Maarja / Mari,Tervo,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Tervo,Maria,6,4
Mary / Maria / Maarja / Mari,Tervola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Tervola,Maria,3,2
Mary / Maria / Maarja / Mari,Teuva,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Teuva,Maria,1,1
Mary / Maria / Maarja / Mari,Tohmajärvi,Maaria,1,1
Mary / Maria / Maarja / Mari,Tohmajärvi,Maria,11,7
Mary / Maria / Maarja / Mari,Toholampi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Toksova,Maaria,1,1
Mary / Maria / Maarja / Mari,Toksova,Mari,6,2
Mary / Maria / Maarja / Mari,Tolmačču,Maria,1,1
Mary / Maria / Maarja / Mari,Tori,Maarja,2,2
Mary / Maria / Maarja / Mari,Tori,Mari,44,26
Mary / Maria / Maarja / Mari,Tori,Maria,1,1
Mary / Maria / Maarja / Mari,Torma,Maarja,1,1
Mary / Maria / Maarja / Mari,Torma,Mari,17,5
Mary / Maria / Maarja / Mari,Torma,Maria,1,1
Mary / Maria / Maarja / Mari,Tulemajärvi,Maaria,4,3
Mary / Maria / Maarja / Mari,Tulemajärvi,Maria,1,1
Mary / Maria / Maarja / Mari,Tulemajärvi,Other,1,1
Mary / Maria / Maarja / Mari,Turku,Maaria,2,1
Mary / Maria / Maarja / Mari,Turtola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Turtola,Maria,1,1
Mary / Maria / Maarja / Mari,Tuulos,Maaria,2,1
Mary / Maria / Maarja / Mari,Tuupovaara,Maaria,1,1
Mary / Maria / Maarja / Mari,Tuupovaara,Maria,3,3
Mary / Maria / Maarja / Mari,Tuusniemi,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Tuutari,Mari,1,1
Mary / Maria / Maarja / Mari,Tyrväntö,Maria,2,1
Mary / Maria / Maarja / Mari,Tyrvää,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Tyrö,Maaria,2,2
Mary / Maria / Maarja / Mari,Tyrö,Maija/Maie,4,3
Mary / Maria / Maarja / Mari,Tyrö,Mari,19,7
Mary / Maria / Maarja / Mari,Tyrö,Maria,11,4
Mary / Maria / Maarja / Mari,Tyrö,Other,1,1
Mary / Maria / Maarja / Mari,Tõstamaa,Maaria,3,1
Mary / Maria / Maarja / Mari,Tõstamaa,Mari,11,11
Mary / Maria / Maarja / Mari,Töysä,Maaria,1,1
Mary / Maria / Maarja / Mari,Töysä,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Töysä,Maria,4,3
Mary / Maria / Maarja / Mari,Türi,Maarja,6,5
Mary / Maria / Maarja / Mari,Türi,Mari,9,7
Mary / Maria / Maarja / Mari,Türi,Maria,1,1
Mary / Maria / Maarja / Mari,Uhtua,Maaria,1,1
Mary / Maria / Maarja / Mari,Uhtua,Maija/Maie,1,1
