person_cluster,area_name,english_category,mentions,poems
Mary / Maria / Maarja / Mari,Rauma,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Rautalampi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Rautalampi,Other,2,2
Mary / Maria / Maarja / Mari,Rautavaara,Mary,1,1
Mary / Maria / Maarja / Mari,Rautavaara,Other,1,1
Mary / Maria / Maarja / Mari,Reigi,Berry,4,2
Mary / Maria / Maarja / Mari,Reigi,Mari,4,3
Mary / Maria / Maarja / Mari,Reigi,Mary,1,1
Mary / Maria / Maarja / Mari,Renko,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Renko,Mary,2,1
Mary / Maria / Maarja / Mari,Repola,Mari,1,1
Mary / Maria / Maarja / Mari,Repola,Maria/Maaria,4,1
Mary / Maria / Maarja / Mari,Repola,Mary,12,10
Mary / Maria / Maarja / Mari,Repola,Other,4,4
Mary / Maria / Maarja / Mari,Ridala,Mari,5,3
Mary / Maria / Maarja / Mari,Ridala,Other,1,1
Mary / Maria / Maarja / Mari,Riipuskala,Mary,5,4
Mary / Maria / Maarja / Mari,Risti,Berry,6,5
Mary / Maria / Maarja / Mari,Risti,Mari,30,8
Mary / Maria / Maarja / Mari,Risti,Mary,4,2
Mary / Maria / Maarja / Mari,Risti,Other,1,1
Mary / Maria / Maarja / Mari,Ristijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ropsu,Mary,1,1
Mary / Maria / Maarja / Mari,Rovaniemi,Maija/Maie,4,4
Mary / Maria / Maarja / Mari,Rovaniemi,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Rovaniemi,Mary,2,2
Mary / Maria / Maarja / Mari,Rovaniemi,Other,1,1
Mary / Maria / Maarja / Mari,Ruokolahti,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ruotsin Ylitornio,Mary,2,1
Mary / Maria / Maarja / Mari,Ruotsinpyhtää,Other,1,1
Mary / Maria / Maarja / Mari,Ruovesi,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Ruskeala,Mary,2,2
Mary / Maria / Maarja / Mari,Rymättylä,Mary,2,1
Mary / Maria / Maarja / Mari,Räisälä,Mari,1,1
Mary / Maria / Maarja / Mari,Räpina,Berry,34,20
Mary / Maria / Maarja / Mari,Räpina,Mari,6,4
Mary / Maria / Maarja / Mari,Räpina,Mary,18,9
Mary / Maria / Maarja / Mari,Räpina,Other,5,4
Mary / Maria / Maarja / Mari,Rääkkylä,Mary,1,1
Mary / Maria / Maarja / Mari,Rääkkylä,Other,1,1
Mary / Maria / Maarja / Mari,Rääpyvä,Mary,5,4
Mary / Maria / Maarja / Mari,Rõngu,Mari,5,3
Mary / Maria / Maarja / Mari,Rõngu,Mary,5,4
Mary / Maria / Maarja / Mari,Rõngu,Other,3,3
Mary / Maria / Maarja / Mari,Rõuge,Berry,8,7
Mary / Maria / Maarja / Mari,Rõuge,Mari,24,10
Mary / Maria / Maarja / Mari,Rõuge,Mary,4,3
Mary / Maria / Maarja / Mari,Rõuge,Other,2,1
Mary / Maria / Maarja / Mari,Saarde,Berry,1,1
Mary / Maria / Maarja / Mari,Saarde,Mari,2,2
Mary / Maria / Maarja / Mari,Saarde,Mary,12,7
Mary / Maria / Maarja / Mari,Saarde,Other,3,2
Mary / Maria / Maarja / Mari,Saari,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Saarijärvi,Maija/Maie,8,8
Mary / Maria / Maarja / Mari,Saarijärvi,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Saarijärvi,Mary,3,3
Mary / Maria / Maarja / Mari,Saarijärvi,Other,3,3
Mary / Maria / Maarja / Mari,Sahalahti,Mary,2,1
Mary / Maria / Maarja / Mari,Sahalahti,Other,1,1
Mary / Maria / Maarja / Mari,Sakkola,Mari,1,1
Mary / Maria / Maarja / Mari,Salmi,Maria/Maaria,2,2
Mary / Maria / Maarja / Mari,Salmi,Mary,19,17
Mary / Maria / Maarja / Mari,Salmi,Other,6,6
Mary / Maria / Maarja / Mari,Salo,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Salo,Mary,1,1
Mary / Maria / Maarja / Mari,Sangaste,Berry,33,26
Mary / Maria / Maarja / Mari,Sangaste,Mari,10,5
Mary / Maria / Maarja / Mari,Sangaste,Mary,18,10
Mary / Maria / Maarja / Mari,Sangaste,Other,6,6
Mary / Maria / Maarja / Mari,Savitaipale,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Savitaipale,Mary,2,2
Mary / Maria / Maarja / Mari,Savonlinna,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Savonranta,Mary,3,3
Mary / Maria / Maarja / Mari,Savonranta,Other,2,1
Mary / Maria / Maarja / Mari,Seiskari,Mari,2,1
Mary / Maria / Maarja / Mari,Serepetta,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Serepetta,Maria/Maaria,2,2
Mary / Maria / Maarja / Mari,Serepetta,Mary,9,5
Mary / Maria / Maarja / Mari,Serepetta,Other,7,4
Mary / Maria / Maarja / Mari,Setumaa,Berry,147,91
Mary / Maria / Maarja / Mari,Setumaa,Maija/Maie,3,1
Mary / Maria / Maarja / Mari,Setumaa,Mari,19,8
Mary / Maria / Maarja / Mari,Setumaa,Mary,102,52
Mary / Maria / Maarja / Mari,Setumaa,Other,22,15
Mary / Maria / Maarja / Mari,Siikainen,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Siilinjärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Simo,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Simo,Mary,1,1
Mary / Maria / Maarja / Mari,Simuna,Berry,6,6
Mary / Maria / Maarja / Mari,Simuna,Mari,4,4
Mary / Maria / Maarja / Mari,Simuna,Mary,7,6
Mary / Maria / Maarja / Mari,Simuna,Other,5,5
Mary / Maria / Maarja / Mari,Soanlahti,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Soanlahti,Mary,4,4
Mary / Maria / Maarja / Mari,Sodankylä,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Sodankylä,Mary,2,2
Mary / Maria / Maarja / Mari,Soikkola,Maija/Maie,15,5
Mary / Maria / Maarja / Mari,Soikkola,Mari,6,3
Mary / Maria / Maarja / Mari,Soikkola,Maria/Maaria,5,4
Mary / Maria / Maarja / Mari,Soikkola,Mary,38,24
Mary / Maria / Maarja / Mari,Soikkola,Other,53,33
Mary / Maria / Maarja / Mari,Soini,Mary,1,1
Mary / Maria / Maarja / Mari,Somerniemi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Somerniemi,Mary,1,1
Mary / Maria / Maarja / Mari,Somerniemi,Other,1,1
Mary / Maria / Maarja / Mari,Somero,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Somero,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Somero,Mary,4,2
Mary / Maria / Maarja / Mari,Sonkajärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Sortavala,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Sortavala,Mari,1,1
Mary / Maria / Maarja / Mari,Sortavala,Mary,2,2
Mary / Maria / Maarja / Mari,Sortavala,Other,2,2
Mary / Maria / Maarja / Mari,Sotkamo,Mary,1,1
Mary / Maria / Maarja / Mari,Sotkamo,Other,1,1
Mary / Maria / Maarja / Mari,Soutjärvi,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Soutjärvi,Mary,1,1
Mary / Maria / Maarja / Mari,Suistamo,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Suistamo,Mari,5,4
Mary / Maria / Maarja / Mari,Suistamo,Maria/Maaria,7,5
Mary / Maria / Maarja / Mari,Suistamo,Mary,38,35
Mary / Maria / Maarja / Mari,Suistamo,Other,30,26
Mary / Maria / Maarja / Mari,Sulkava,Other,1,1
Mary / Maria / Maarja / Mari,Suojärvi,Mari,1,1
Mary / Maria / Maarja / Mari,Suojärvi,Maria/Maaria,3,2
Mary / Maria / Maarja / Mari,Suojärvi,Mary,56,43
Mary / Maria / Maarja / Mari,Suojärvi,Other,14,7
Mary / Maria / Maarja / Mari,Suomusjärvi,Other,1,1
Mary / Maria / Maarja / Mari,Suomussalmi,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Suomussalmi,Mary,2,2
Mary / Maria / Maarja / Mari,Suomussalmi,Other,1,1
Mary / Maria / Maarja / Mari,Suonenjoki,Mary,2,1
Mary / Maria / Maarja / Mari,Suure-Jaani,Berry,2,2
Mary / Maria / Maarja / Mari,Suure-Jaani,Mari,17,9
Mary / Maria / Maarja / Mari,Suure-Jaani,Mary,11,4
Mary / Maria / Maarja / Mari,Suure-Jaani,Other,4,3
Mary / Maria / Maarja / Mari,Säkkijärvi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Sääksmäki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Sääksmäki,Mary,2,2
Mary / Maria / Maarja / Mari,Sääksmäki,Other,6,4
Mary / Maria / Maarja / Mari,Säämäjärvi,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Säämäjärvi,Mary,1,1
Mary / Maria / Maarja / Mari,Södra Finnskoga,Mary,2,2
Mary / Maria / Maarja / Mari,Taipalsaari,Mary,2,1
Mary / Maria / Maarja / Mari,Tammela,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Tammela,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Tammela,Mary,8,6
Mary / Maria / Maarja / Mari,Tammela,Other,3,2
Mary / Maria / Maarja / Mari,Tartu-Maarja,Berry,8,6
Mary / Maria / Maarja / Mari,Tartu-Maarja,Mari,1,1
Mary / Maria / Maarja / Mari,Tartu-Maarja,Mary,2,2
Mary / Maria / Maarja / Mari,Tartu-Maarja,Other,1,1
Mary / Maria / Maarja / Mari,Tarvastu,Berry,24,19
Mary / Maria / Maarja / Mari,Tarvastu,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Tarvastu,Mari,10,6
Mary / Maria / Maarja / Mari,Tarvastu,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Tarvastu,Mary,6,6
Mary / Maria / Maarja / Mari,Tarvastu,Other,5,4
Mary / Maria / Maarja / Mari,Terijoki,Mari,1,1
Mary / Maria / Maarja / Mari,Terijoki,Mary,3,1
Mary / Maria / Maarja / Mari,Tervo,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Tervo,Maria/Maaria,5,3
Mary / Maria / Maarja / Mari,Tervo,Mary,1,1
Mary / Maria / Maarja / Mari,Tervola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Tervola,Mary,3,2
Mary / Maria / Maarja / Mari,Teuva,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Teuva,Other,1,1
Mary / Maria / Maarja / Mari,Tohmajärvi,Mary,11,7
Mary / Maria / Maarja / Mari,Tohmajärvi,Other,1,1
Mary / Maria / Maarja / Mari,Toholampi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Toksova,Mari,3,1
Mary / Maria / Maarja / Mari,Toksova,Mary,4,2
Mary / Maria / Maarja / Mari,Tolmačču,Mary,1,1
Mary / Maria / Maarja / Mari,Tori,Berry,15,12
Mary / Maria / Maarja / Mari,Tori,Mari,22,12
Mary / Maria / Maarja / Mari,Tori,Mary,9,4
Mary / Maria / Maarja / Mari,Tori,Other,1,1
Mary / Maria / Maarja / Mari,Torma,Berry,3,2
Mary / Maria / Maarja / Mari,Torma,Mari,14,3
Mary / Maria / Maarja / Mari,Torma,Mary,2,2
Mary / Maria / Maarja / Mari,Tulemajärvi,Mary,5,4
Mary / Maria / Maarja / Mari,Tulemajärvi,Other,1,1
Mary / Maria / Maarja / Mari,Turku,Mary,2,1
Mary / Maria / Maarja / Mari,Turtola,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Turtola,Mary,1,1
Mary / Maria / Maarja / Mari,Tuulos,Mary,1,1
Mary / Maria / Maarja / Mari,Tuulos,Other,1,1
Mary / Maria / Maarja / Mari,Tuupovaara,Mary,4,4
Mary / Maria / Maarja / Mari,Tuusniemi,Maija/Maie,2,1
Mary / Maria / Maarja / Mari,Tuutari,Mari,1,1
Mary / Maria / Maarja / Mari,Tyrväntö,Mary,2,1
Mary / Maria / Maarja / Mari,Tyrvää,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Tyrö,Mari,14,5
Mary / Maria / Maarja / Mari,Tyrö,Maria/Maaria,6,2
Mary / Maria / Maarja / Mari,Tyrö,Mary,12,6
Mary / Maria / Maarja / Mari,Tyrö,Other,5,4
Mary / Maria / Maarja / Mari,Tõstamaa,Berry,6,6
Mary / Maria / Maarja / Mari,Tõstamaa,Mari,4,4
Mary / Maria / Maarja / Mari,Tõstamaa,Mary,4,2
Mary / Maria / Maarja / Mari,Töysä,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Töysä,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Töysä,Mary,1,1
Mary / Maria / Maarja / Mari,Töysä,Other,3,2
Mary / Maria / Maarja / Mari,Türi,Berry,3,3
Mary / Maria / Maarja / Mari,Türi,Mari,6,4
Mary / Maria / Maarja / Mari,Türi,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Türi,Mary,3,3
Mary / Maria / Maarja / Mari,Türi,Other,3,2
Mary / Maria / Maarja / Mari,Uhtua,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Uhtua,Mary,6,6
Mary / Maria / Maarja / Mari,Uhtua,Other,5,4
Mary / Maria / Maarja / Mari,Urjala,Mary,3,2
Mary / Maria / Maarja / Mari,Urvaste,Berry,10,9
Mary / Maria / Maarja / Mari,Urvaste,Mari,11,10
Mary / Maria / Maarja / Mari,Urvaste,Mary,4,2
Mary / Maria / Maarja / Mari,Urvaste,Other,8,1
Mary / Maria / Maarja / Mari,Uskela,Maija/Maie,11,7
Mary / Maria / Maarja / Mari,Uskela,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Uskela,Mary,2,2
Mary / Maria / Maarja / Mari,Uskela,Other,1,1
Mary / Maria / Maarja / Mari,Uukuniemi,Mary,9,5
Mary / Maria / Maarja / Mari,Uusikaupunki,Maija/Maie,4,4
Mary / Maria / Maarja / Mari,Uusikaupunki,Mary,1,1
Mary / Maria / Maarja / Mari,Uusikirkko Tl.,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Vahto,Maija/Maie,2,2
Mary / Maria / Maarja / Mari,Vaivara,Berry,17,12
Mary / Maria / Maarja / Mari,Vaivara,Mari,9,5
Mary / Maria / Maarja / Mari,Vaivara,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Vaivara,Mary,1,1
Mary / Maria / Maarja / Mari,Valkeasaari,Mary,2,2
Mary / Maria / Maarja / Mari,Vanaja,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vanaja,Mary,3,2
Mary / Maria / Maarja / Mari,Varbla,Mari,9,6
Mary / Maria / Maarja / Mari,Varbla,Mary,3,3
Mary / Maria / Maarja / Mari,Varbla,Other,1,1
Mary / Maria / Maarja / Mari,Varpaisjärvi,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Varpaisjärvi,Mary,2,2
Mary / Maria / Maarja / Mari,Vastseliina,Berry,10,10
Mary / Maria / Maarja / Mari,Vastseliina,Mari,5,5
Mary / Maria / Maarja / Mari,Vastseliina,Mary,10,3
Mary / Maria / Maarja / Mari,Vastseliina,Other,18,4
Mary / Maria / Maarja / Mari,Venjoki,Mari,2,2
Mary / Maria / Maarja / Mari,Venjoki,Maria/Maaria,4,4
Mary / Maria / Maarja / Mari,Venjoki,Mary,6,5
Mary / Maria / Maarja / Mari,Venjoki,Other,1,1
Mary / Maria / Maarja / Mari,Vesilahti,Maija/Maie,4,4
Mary / Maria / Maarja / Mari,Veteli,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vieljärvi,Mary,1,1
Mary / Maria / Maarja / Mari,Vigala,Berry,6,6
Mary / Maria / Maarja / Mari,Vigala,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vigala,Mari,9,5
Mary / Maria / Maarja / Mari,Vigala,Mary,3,3
Mary / Maria / Maarja / Mari,Vigala,Other,5,3
Mary / Maria / Maarja / Mari,Vihanti,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vihanti,Mary,2,1
Mary / Maria / Maarja / Mari,Vihanti,Other,1,1
Mary / Maria / Maarja / Mari,Viitasaari,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Viitasaari,Other,1,1
Mary / Maria / Maarja / Mari,Viljakkala,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Viljandi,Berry,9,9
Mary / Maria / Maarja / Mari,Viljandi,Mari,9,6
Mary / Maria / Maarja / Mari,Viljandi,Maria/Maaria,11,1
Mary / Maria / Maarja / Mari,Viljandi,Mary,36,18
Mary / Maria / Maarja / Mari,Viljandi,Other,7,6
Mary / Maria / Maarja / Mari,Vimpeli,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vimpeli,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Virrat,Mary,1,1
Mary / Maria / Maarja / Mari,Virrat,Other,1,1
Mary / Maria / Maarja / Mari,Virtasalmi,Mari,1,1
Mary / Maria / Maarja / Mari,Virtasalmi,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Viru-Jaagupi,Berry,5,3
Mary / Maria / Maarja / Mari,Viru-Jaagupi,Mari,6,4
Mary / Maria / Maarja / Mari,Viru-Jaagupi,Mary,1,1
Mary / Maria / Maarja / Mari,Viru-Jaagupi,Other,1,1
Mary / Maria / Maarja / Mari,Viru-Nigula,Berry,24,15
Mary / Maria / Maarja / Mari,Viru-Nigula,Mari,6,3
Mary / Maria / Maarja / Mari,Viru-Nigula,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Viru-Nigula,Mary,4,3
Mary / Maria / Maarja / Mari,Vittanki,Mary,1,1
Mary / Maria / Maarja / Mari,Vuokkiniemi,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Vuokkiniemi,Mari,11,5
Mary / Maria / Maarja / Mari,Vuokkiniemi,Maria/Maaria,3,3
Mary / Maria / Maarja / Mari,Vuokkiniemi,Mary,10,9
Mary / Maria / Maarja / Mari,Vuokkiniemi,Other,9,7
Mary / Maria / Maarja / Mari,Vuole,Mari,6,4
Mary / Maria / Maarja / Mari,Vuole,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Vuole,Mary,8,6
Mary / Maria / Maarja / Mari,Vuole,Other,5,4
Mary / Maria / Maarja / Mari,Väike-Maarja,Berry,15,13
Mary / Maria / Maarja / Mari,Väike-Maarja,Mari,5,4
Mary / Maria / Maarja / Mari,Väike-Maarja,Maria/Maaria,1,1
Mary / Maria / Maarja / Mari,Väike-Maarja,Mary,6,5
Mary / Maria / Maarja / Mari,Väike-Maarja,Other,3,3
Mary / Maria / Maarja / Mari,Vändra,Berry,2,2
Mary / Maria / Maarja / Mari,Vändra,Mari,3,2
Mary / Maria / Maarja / Mari,Vändra,Mary,1,1
Mary / Maria / Maarja / Mari,Vändra,Other,2,2
Mary / Maria / Maarja / Mari,Võnnu,Berry,6,3
Mary / Maria / Maarja / Mari,Võnnu,Mari,2,2
Mary / Maria / Maarja / Mari,Võnnu,Mary,7,4
Mary / Maria / Maarja / Mari,Ylikiiminki,Maija/Maie,1,1
Mary / Maria / Maarja / Mari,Ylikiiminki,Maria/Maaria,2,1
Mary / Maria / Maarja / Mari,Ylikiiminki,Other,1,1
Mary / Maria / Maarja / Mari,Yläne,Maija/Maie,3,2
Mary / Maria / Maarja / Mari,Yläne,Other,1,1
Mary / Maria / Maarja / Mari,Äksi,Berry,6,5
Mary / Maria / Maarja / Mari,Äksi,Mari,7,4
Mary / Maria / Maarja / Mari,Äksi,Mary,3,3
Mary / Maria / Maarja / Mari,Äksi,Other,1,1
Mary / Maria / Maarja / Mari,Östmark,Mary,1,1
Mary / Maria / Maarja / Mari,Östmark,Other,2,1
Peter / Pietari / Peeter,Alatornio,Other,1,1
Peter / Pietari / Peeter,Alatornio,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Alatornio,Peter,4,4
Peter / Pietari / Peeter,Alavus,Pekka/Pekko,2,1
Peter / Pietari / Peeter,Ambla,Other,5,5
Peter / Pietari / Peeter,Ambla,Peeter,1,1
Peter / Pietari / Peeter,Ambla,Peter,2,2
Peter / Pietari / Peeter,Anjala,Other,1,1
Peter / Pietari / Peeter,Anjala,Peter,1,1
Peter / Pietari / Peeter,Anjala,Petersburg,1,1
Peter / Pietari / Peeter,Anseküla,Peeter,2,1
Peter / Pietari / Peeter,Anseküla,Peter,1,1
Peter / Pietari / Peeter,Asikkala,Other,3,3
Peter / Pietari / Peeter,Asikkala,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Asikkala,Peter,3,3
Peter / Pietari / Peeter,Audru,Other,1,1
Peter / Pietari / Peeter,Elimäki,Other,1,1
Peter / Pietari / Peeter,Emmaste,Peeter,1,1
Peter / Pietari / Peeter,Eno,Other,2,2
Peter / Pietari / Peeter,Eno,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Eno,Peter,3,3
Peter / Pietari / Peeter,Enonkoski,Peter,1,1
Peter / Pietari / Peeter,Haapajärvi,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Hageri,Peeter,1,1
Peter / Pietari / Peeter,Hageri,Peter,1,1
Peter / Pietari / Peeter,Haljala,Other,2,2
Peter / Pietari / Peeter,Haljala,Peeter,1,1
Peter / Pietari / Peeter,Haljala,Peter,3,3
Peter / Pietari / Peeter,Halliste,Other,4,3
Peter / Pietari / Peeter,Halliste,Peeter,4,3
Peter / Pietari / Peeter,Halliste,Peter,9,6
Peter / Pietari / Peeter,Hanila,Peter,3,1
Peter / Pietari / Peeter,Harjavalta,Peter,1,1
Peter / Pietari / Peeter,Harju-Jaani,Other,1,1
Peter / Pietari / Peeter,Harju-Jaani,Peeter,1,1
Peter / Pietari / Peeter,Harju-Madise,Other,2,1
Peter / Pietari / Peeter,Harju-Madise,Peeter,1,1
Peter / Pietari / Peeter,Harju-Madise,Peter,2,2
Peter / Pietari / Peeter,Hartola,Peter,1,1
Peter / Pietari / Peeter,Hattula,Other,2,2
Peter / Pietari / Peeter,Hattula,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Hattula,Peter,4,4
Peter / Pietari / Peeter,Hauho,Peter,1,1
Peter / Pietari / Peeter,Heinjoki,Peter,2,2
Peter / Pietari / Peeter,Heinävesi,Other,2,2
Peter / Pietari / Peeter,Heinävesi,Pekka/Pekko,10,10
Peter / Pietari / Peeter,Heinävesi,Peter,2,2
Peter / Pietari / Peeter,Helme,Other,4,4
Peter / Pietari / Peeter,Helme,Peeter,1,1
Peter / Pietari / Peeter,Helme,Peter,13,8
Peter / Pietari / Peeter,Helsinki,Peter,4,4
Peter / Pietari / Peeter,Hiitola,Peter,1,1
Peter / Pietari / Peeter,Hirvensalmi,Peter,1,1
Peter / Pietari / Peeter,Hollola,Peter,2,2
Peter / Pietari / Peeter,Honkajoki,Peter,1,1
Peter / Pietari / Peeter,Huittinen,Other,1,1
Peter / Pietari / Peeter,Hyvinkää,Peter,1,1
Peter / Pietari / Peeter,Hämeenlinna,Other,1,1
Peter / Pietari / Peeter,Häädemeeste,Peeter,1,1
Peter / Pietari / Peeter,Iisaku,Peeter,1,1
Peter / Pietari / Peeter,Iisalmi,Other,1,1
Peter / Pietari / Peeter,Iisalmi,Pekka/Pekko,2,2
Peter / Pietari / Peeter,Iisalmi,Peter,1,1
Peter / Pietari / Peeter,Ilmajoki,Peter,1,1
Peter / Pietari / Peeter,Ilomantsi,Other,12,11
Peter / Pietari / Peeter,Ilomantsi,Pekka/Pekko,7,6
Peter / Pietari / Peeter,Ilomantsi,Peter,33,14
Peter / Pietari / Peeter,Ilomantsi,Petersburg,2,2
Peter / Pietari / Peeter,Impilahti,Other,4,4
Peter / Pietari / Peeter,Impilahti,Pekka/Pekko,4,4
Peter / Pietari / Peeter,Impilahti,Peter,3,1
Peter / Pietari / Peeter,Inkere,Petersburg,1,1
Peter / Pietari / Peeter,Isojoki,Peter,1,1
Peter / Pietari / Peeter,Jaakkima,Other,2,2
Peter / Pietari / Peeter,Jaakkima,Pekka/Pekko,2,2
Peter / Pietari / Peeter,Jaakkima,Peter,1,1
Peter / Pietari / Peeter,Jaani,Other,1,1
Peter / Pietari / Peeter,Jaani,Peter,1,1
Peter / Pietari / Peeter,Jalasjärvi,Peter,1,1
Peter / Pietari / Peeter,Janakkala,Peter,1,1
Peter / Pietari / Peeter,Joensuu,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Johannes,Peter,2,2
Peter / Pietari / Peeter,Joroinen,Other,1,1
Peter / Pietari / Peeter,Joroinen,Pekka/Pekko,4,4
Peter / Pietari / Peeter,Joroinen,Peter,1,1
Peter / Pietari / Peeter,Joroinen,Petersburg,3,1
Peter / Pietari / Peeter,Joutseno,Peter,1,1
Peter / Pietari / Peeter,Jurva,Peter,1,1
Peter / Pietari / Peeter,Juuka,Other,1,1
Peter / Pietari / Peeter,Juuka,Pekka/Pekko,2,2
Peter / Pietari / Peeter,Juva,Other,1,1
Peter / Pietari / Peeter,Juva,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Juva,Peter,4,4
Peter / Pietari / Peeter,Jällivaara,Peter,1,1
Peter / Pietari / Peeter,Järva-Jaani,Other,2,2
Peter / Pietari / Peeter,Järva-Jaani,Peeter,1,1
Peter / Pietari / Peeter,Järva-Jaani,Peter,3,2
Peter / Pietari / Peeter,Järva-Madise,Other,2,2
Peter / Pietari / Peeter,Järva-Madise,Peeter,2,2
Peter / Pietari / Peeter,Järva-Madise,Peter,1,1
Peter / Pietari / Peeter,Jõelähtme,Peter,3,3
Peter / Pietari / Peeter,Jõhvi,Other,6,6
Peter / Pietari / Peeter,Jõhvi,Peeter,1,1
Peter / Pietari / Peeter,Jõhvi,Peter,13,7
Peter / Pietari / Peeter,Jüri,Peter,1,1
Peter / Pietari / Peeter,Kaarina,Peter,1,1
Peter / Pietari / Peeter,Kaarma,Peeter,1,1
Peter / Pietari / Peeter,Kaavi,Other,1,1
Peter / Pietari / Peeter,Kaavi,Pekka/Pekko,3,3
Peter / Pietari / Peeter,Kaavi,Peter,2,2
Peter / Pietari / Peeter,Kaavi,Petteri/Pietari,1,1
Peter / Pietari / Peeter,Kadrina,Other,6,6
Peter / Pietari / Peeter,Kadrina,Peeter,6,5
Peter / Pietari / Peeter,Kadrina,Peter,4,3
Peter / Pietari / Peeter,Kalvola,Peter,1,1
Peter / Pietari / Peeter,Kambja,Peeter,3,1
Peter / Pietari / Peeter,Kanepi,Other,1,1
Peter / Pietari / Peeter,Kangasala,Peter,2,2
Peter / Pietari / Peeter,Kangaslampi,Pekka/Pekko,4,4
Peter / Pietari / Peeter,Kangaslampi,Petersburg,1,1
Peter / Pietari / Peeter,Kangasniemi,Pekka/Pekko,3,3
Peter / Pietari / Peeter,Kankaanpää,Peter,1,1
Peter / Pietari / Peeter,Kaprio,Other,3,3
Peter / Pietari / Peeter,Kaprio,Peter,2,2
Peter / Pietari / Peeter,Kaprio,Petersburg,2,1
Peter / Pietari / Peeter,Karja,Other,1,1
Peter / Pietari / Peeter,Karja,Peter,1,1
Peter / Pietari / Peeter,Karksi,Other,4,3
Peter / Pietari / Peeter,Karksi,Peeter,7,6
Peter / Pietari / Peeter,Karksi,Peter,16,8
Peter / Pietari / Peeter,Karstula,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Karttula,Pekka/Pekko,1,1
Peter / Pietari / Peeter,Karttula,Peter,3,3
