p_id,v_id,v_pos,w_pos,county,place_name,person_cluster,person_category,same_person_confidence,detection_signal,word,word_normalised,local_lemma,standard_lemma,root,word_in_english,same_person_note
124699,1733398,26,4,Viljandimaa,Helme,Catherine / Kadri / Katri,given_name_family_or_saint,medium,known_person_name_cluster,katri,katri,katri,katri,(refrain),(refrain),Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
124699,1733399,27,1,Viljandimaa,Helme,Catherine / Kadri / Katri,given_name_family_or_saint,medium,known_person_name_cluster,kadril,Kadril,Kadril,Kadril,Kadri,Kadri has,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
124699,1733399,27,4,Viljandimaa,Helme,Catherine / Kadri / Katri,given_name_family_or_saint,medium,known_person_name_cluster,katri,katri,katri,katri,(refrain),(refrain),Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
124699,1733400,28,4,Viljandimaa,Helme,Catherine / Kadri / Katri,given_name_family_or_saint,medium,known_person_name_cluster,katri,katri,katri,katri,(refrain),(refrain),Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
124699,1733401,29,4,Viljandimaa,Helme,Catherine / Kadri / Katri,given_name_family_or_saint,medium,known_person_name_cluster,katri,katri,katri,katri,(refrain),(refrain),Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
124710,1733544,5,3,Pärnumaa,Saarde,Maie,unmapped_possible_person_name,low,english_known_person_name,Maie,Maie,Maie,Maie,Maie,Maie,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
124718,1733664,2,4,välismaa,välismaa,Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,known_person_name_cluster,liisu,Liisu,Liisu,Liisu,Liisu,Liisu,Elizabeth-derived name family; not one person unless poem context supports it.
124718,1733665,3,4,välismaa,välismaa,Kai,unmapped_possible_person_name,low,english_known_person_name,kai,Kai,Kai,Kai,Kai,Kai,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
124816,1735340,4,2,Võrumaa,Rõuge,John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,known_person_name_cluster,jaani,Jaani,Jaani,Jaan,Jaan,Jaan's,Johannes-derived name family; ordinary-name occurrences are not automatically one person.
124829,1735614,3,1,Võrumaa,Rõuge,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumal,jumal,jumal,jumal,jumal,God,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124871,1736380,2,1,Pärnumaa,Tõstamaa,Anna / Anne / Ann / Anni,given_name_family,medium,english_known_person_name,annele,Annele,Anne (proper noun),Anne (name),Anna (gift) & diminutive -e,To Anne,Same name family/diminutive set; individual identity depends on poem context.
124871,1736381,3,1,Pärnumaa,Tõstamaa,Tiiu (name),unmapped_possible_person_name,low,english_known_person_name,tiiule,Tiiule,Tiiu (proper noun),Tiiu (name),Tiiu (short form of Tiina),To Tiiu,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
124871,1736382,4,2,Pärnumaa,Tõstamaa,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumala,Jumala,Jumal,Jumal,Jumal (deity),God's,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124874,1736399,4,11,Pärnumaa,Tõstamaa,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumala,jumala,jumal,jumal,jumal,God's,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124888,1736644,5,1,Pärnumaa,Halliste,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,herra,herra,herra,herra,herra,lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124897,1736867,15,1,Tartumaa,Võnnu,Kalev / Kalervo,mythic_epic_or_name,medium,known_person_name_cluster,kalev,Kalev,Kalev,Kalev,Kalev,Kalev,Kalev/Kalervo/Kaleva are related epic/name forms; not always one individual.
124904,1230782,1,1,Viljandimaa,Tarvastu,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,mari,Mari,Mari,Mari,Mari,Mari,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
124904,1736961,2,1,Viljandimaa,Tarvastu,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,mari,Mari,Mari,Mari,Mari,Mari,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
124904,1736963,4,1,Viljandimaa,Tarvastu,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,mari,Mari,Mari,Mari,Mari,Mari,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
124923,1737314,1,2,Järvamaa,Ambla,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumala,jumala,jumala,jumal,*jumal,God's,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124943,1737579,20,3,Pärnumaa,Pärnu-Jaagupi,Anna / Anne / Ann / Anni,given_name_family,medium,known_person_name_cluster,annekene,annekene,annekene,anne,anne & -kene,little Anne,Same name family/diminutive set; individual identity depends on poem context.
124948,1737658,1,2,Tartumaa,Rõngu,God / Jumala / Jumal,religious_title_or_deity,medium,english_known_person_name,härra,härra,härra,härra,härra,lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124948,1737658,1,4,Tartumaa,Rõngu,God / Jumala / Jumal,religious_title_or_deity,medium,english_known_person_name,härra,härra,härra,härra,härra,lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124948,1737660,3,3,Tartumaa,Rõngu,God / Jumala / Jumal,religious_title_or_deity,medium,english_known_person_name,härra,härra,härra,härra,härra,lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
124998,1738407,4,1,Virumaa,Vaivara,Lilla,unmapped_possible_person_name,low,root_name_signal,Lilla,Lilla,Lilla,Lilla,Lilla (Swedish name),Lilla,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125019,1738765,17,4,Läänemaa,Hanila,God / Jumala / Jumal,religious_title_or_deity,medium,english_known_person_name,isanda,isanda,isanda,isand,isand,lord's,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125041,1739075,9,1,Viljandimaa,Tarvastu,Kiiviti,unmapped_possible_person_name,low,root_proper_name,kiivitile,Kiivitile,Kiiviti,Kiiviti,(proper noun),to Kiiviti,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125041,1739075,9,2,Viljandimaa,Tarvastu,Kooviti,unmapped_possible_person_name,low,root_proper_name,koovitile,Koovitile,Kooviti,Kooviti,(proper noun),to Kooviti,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125067,1739637,26,3,Viljandimaa,Tarvastu,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,marju,marju,mari,mari,mari,berries,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
125077,1739856,4,4,Viljandimaa,Pilistvere,Märada,unmapped_possible_person_name,low,root_proper_name,märada,Märada,Märada,Märada,(proper name),Märada,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125129,1740738,5,2,Harjumaa,Risti,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,herrat,herrat,herra,herra,herra (German),lords,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125145,1740978,9,3,Pärnumaa,Kihnu,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,marjadesta,marjadest,marjadesta,mari,mari & -dest & -ta,from-berries,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
125148,1741033,24,3,Pärnumaa,Kihnu,Kaie,unmapped_possible_person_name,low,english_known_person_name,kaie,Kaie,Kaie,Kaie,Kaie,Kaie,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125148,1741033,24,6,Pärnumaa,Kihnu,Maie,unmapped_possible_person_name,low,english_known_person_name,maie,Maie,Maie,Maie,Maie,Maie,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125148,1263365,25,3,Pärnumaa,Kihnu,Malle,unmapped_possible_person_name,low,english_known_person_name,malle,Malle,Malle,Malle,Malle,Malle,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125183,1741771,4,1,Pärnumaa,Halliste,John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,known_person_name_cluster,Hans,Hans,Hans,Hans,Hans (loan),Hans,Johannes-derived name family; ordinary-name occurrences are not automatically one person.
125185,1741778,4,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,Märti,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125185,1741781,7,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,Märti,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125185,1741782,8,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,Märti,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125185,1741783,9,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,Märti,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125185,1741784,10,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,Märti,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125185,1741785,11,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,Märti,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125185,1421641,12,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märdi,Märdi,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125185,1421642,13,1,Tartumaa,Võnnu,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märdi,Märdi,Märt,Märt,Märt,Märti's,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125210,1742212,1,1,Läänemaa,Lääne-Nigula,George / Jüri,given_name_family_or_saint,medium,known_person_name_cluster,Jüril,Jüril,Jüri,Jüri,Jüri (Georg),Jüri's,George/Jüri equivalent; can be saint or ordinary name.
125220,1742388,14,1,Tartumaa,Võnnu,Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,known_person_name_cluster,liisu,Liisu,liisu,Liisu,Liisu,Liisu,Elizabeth-derived name family; not one person unless poem context supports it.
125220,1742389,15,1,Tartumaa,Võnnu,Anna / Anne / Ann / Anni,given_name_family,medium,known_person_name_cluster,ann,Ann,ann,Ann,Ann,Ann,Same name family/diminutive set; individual identity depends on poem context.
125254,1244517,1,2,Pärnumaa,Pärnu-Jaagupi,God / Jumala / Jumal,religious_title_or_deity,medium,english_known_person_name,looja,looja,looja,looja,looma,creator,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125254,1743107,3,2,Pärnumaa,Pärnu-Jaagupi,God / Jumala / Jumal,religious_title_or_deity,medium,english_known_person_name,looja,looja,looja,looja,looma,creator,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125300,1743847,2,5,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743848,3,4,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743849,4,6,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743850,5,3,Pärnumaa,Halliste,John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,root_proper_name,hansu,Hansu,Hans,Hans,(proper name),Hans's,Johannes-derived name family; ordinary-name occurrences are not automatically one person.
125300,1743850,5,6,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743851,6,3,Pärnumaa,Halliste,Piiter,unmapped_possible_person_name,low,root_proper_name,piiter,Piiter,Piiter,Piiter,(proper name),Piiter's,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125300,1743851,6,6,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743852,7,6,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743853,8,6,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743854,9,4,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743855,10,2,Pärnumaa,Halliste,John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,root_proper_name,hansule,Hansule,Hans,Hans,(proper name),to Hans,Johannes-derived name family; ordinary-name occurrences are not automatically one person.
125300,1743855,10,4,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743856,11,2,Pärnumaa,Halliste,Piiter,unmapped_possible_person_name,low,root_proper_name,piitrele,Piitrele,Piiter,Piiter,(proper name),to Piiter,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125300,1743856,11,5,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743857,12,1,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,root_proper_name,märdil,Märdil,Märt,Märt,(proper name),to Märt,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743857,12,4,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125300,1743858,13,1,Pärnumaa,Halliste,Kaarel,unmapped_possible_person_name,low,root_proper_name,kaarlil,Kaarlil,Kaarel,Kaarel,(proper name),to Kaarel,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125300,1743858,13,4,Pärnumaa,Halliste,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,märti,märti,märti,märti,(refrain),(refrain),"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125333,1744364,1,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744364,1,3,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744365,2,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744366,3,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744373,10,2,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadril,Kadril,Kadri,Kadri,Proper name,on Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744377,15,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744379,17,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744381,19,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744383,21,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125333,1744385,23,1,Pärnumaa,Pärnu-Jaagupi,Catherine / Kadri / Katri,given_name_family_or_saint,medium,root_proper_name,kadri,Kadri,Kadri,Kadri,Proper name,Kadri,Catherine/Katariina-derived group; in ritual songs may point to St Catherine/Kadri.
125334,1744396,12,3,Pärnumaa,Pärnu-Jaagupi,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,marike,Marike,Mari,Mari,Mari,little Mari,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
125334,1744397,13,4,Pärnumaa,Pärnu-Jaagupi,Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,known_person_name_cluster,liisuke,Liisuke,Liisu,Liisu,Liisu,little Liisu,Elizabeth-derived name family; not one person unless poem context supports it.
125334,1744398,14,3,Pärnumaa,Pärnu-Jaagupi,Anna / Anne / Ann / Anni,given_name_family,medium,known_person_name_cluster,anneke,Anneke,Anne,Anne,Anne,little Anne,Same name family/diminutive set; individual identity depends on poem context.
125369,1744940,5,3,Saaremaa,Valjala,Virtsu,unmapped_possible_person_name,low,root_proper_name,virtsu,Virtsu,Virtsu,Virtsu,(proper noun),Virtsu,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125369,1744940,5,4,Saaremaa,Valjala,Madis,unmapped_possible_person_name,low,root_proper_name,madis,Madis,Madis,Madis,(proper noun),Madis,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125369,1744942,7,1,Saaremaa,Valjala,Simmu,unmapped_possible_person_name,low,root_proper_name,simmu,Simmu,Simmu,Simmu,(proper noun),Simmu,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125392,1745282,8,3,Saaremaa,Jämaja,Anna / Anne / Ann / Anni,given_name_family,medium,known_person_name_cluster,annid,annid,and,anne,and-,gifts,Same name family/diminutive set; individual identity depends on poem context.
125392,1745285,12,4,Saaremaa,Jämaja,Kalev / Kalervo,mythic_epic_or_name,medium,known_person_name_cluster,kalevista,kalevista,kalev,kalev,kalev,of Kalev,Kalev/Kalervo/Kaleva are related epic/name forms; not always one individual.
125407,1745613,5,1,Viljandimaa,Viljandi,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,herra,herra,herra,herra,herra,lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125408,1745630,1,3,Viljandimaa,Viljandi,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,herra,herra,herra,herra,Swedish herre,master,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125408,1745633,4,3,Viljandimaa,Viljandi,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,herrad,herrad,herra,herra,Swedish herre,masters,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125445,1746510,5,1,Viljandimaa,Tarvastu,Matthew / Matti,given_name_family,medium,known_person_name_cluster,mats,mats,mats,mats,mats,Mats,Matthew/Matthias/Matti name family; not one individual across poems.
125481,1746827,4,3,Virumaa,Kadrina,George / Jüri,given_name_family_or_saint,medium,known_person_name_cluster,jüri,Jüri,Jüri,Jüri,Jüri,Jüri's,George/Jüri equivalent; can be saint or ordinary name.
125509,1747488,1,4,Läänemaa,Vigala,Tiiu,unmapped_possible_person_name,low,root_proper_name,tiiu,Tiiu,Tiiu,Tiiu,proper name,Tiiu,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125509,1747489,2,5,Läänemaa,Vigala,Kaie,unmapped_possible_person_name,low,root_proper_name,kaie,Kaie,Kaie,Kaie,proper name,Kaie,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125509,1747490,3,2,Läänemaa,Vigala,Kaie,unmapped_possible_person_name,low,root_proper_name,kaie,Kaie,Kaie,Kaie,proper name,Kaie,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125509,1747490,3,4,Läänemaa,Vigala,Mai,unmapped_possible_person_name,low,root_proper_name,maie,Maie,Maie,Mai,proper name,Maie,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125518,1747631,29,2,Virumaa,Haljala,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,marju,marju,mari+part pl,mari,mari,berries,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
125576,1748290,1,2,Pärnumaa,Pärnu-Jaagupi,Michael / Mikko / Mihkel,given_name_family,medium,known_person_name_cluster,mikult,Mikult,Mikk,Mikk,Mikk,from Mikk,Michael/Mikko/Mihkel equivalents.
125576,1748291,2,1,Pärnumaa,Pärnu-Jaagupi,Michael / Mikko / Mihkel,given_name_family,medium,known_person_name_cluster,miku,Miku,Mikk,Mikk,Mikk,Mikk's,Michael/Mikko/Mihkel equivalents.
125576,1748292,3,1,Pärnumaa,Pärnu-Jaagupi,Michael / Mikko / Mihkel,given_name_family,medium,known_person_name_cluster,miku,Miku,Mikk,Mikk,Mikk,Mikk's,Michael/Mikko/Mihkel equivalents.
125593,1748520,4,2,Viljandimaa,Pilistvere,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,herra,herra,herra,herra,herra,lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125593,1748529,13,1,Viljandimaa,Pilistvere,Michael / Mikko / Mihkel,given_name_family,medium,known_person_name_cluster,mihkel,Mihkel,Mihkel,Mihkel,Mihkel,Mihkel,Michael/Mikko/Mihkel equivalents.
125593,1748535,22,2,Viljandimaa,Pilistvere,Jesus / Christ,biblical_religious,high,known_person_name_cluster,jeesus,Jeesus,Jeesus,Jeesus,Jeesus,Jesus,Jeesus/Jesus/Kristus/Christ are treated as the same religious figure.
125593,1748554,46,5,Viljandimaa,Pilistvere,Michael / Mikko / Mihkel,given_name_family,medium,known_person_name_cluster,mihkelt,Mihkelt,Mihkel,Mihkel,Mihkel,from Mihkel,Michael/Mikko/Mihkel equivalents.
125593,1624181,47,1,Viljandimaa,Pilistvere,Michael / Mikko / Mihkel,given_name_family,medium,known_person_name_cluster,mihkel,Mihkel,Mihkel,Mihkel,Mihkel,Mihkel,Michael/Mikko/Mihkel equivalents.
125593,1748572,70,1,Viljandimaa,Pilistvere,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumal,Jumal,Jumal,Jumal,Jumal,God,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125593,1402733,79,2,Viljandimaa,Pilistvere,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumalale,Jumalale,Jumal,Jumal,Jumal,to God,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125593,1748580,80,1,Viljandimaa,Pilistvere,Michael / Mikko / Mihkel,given_name_family,medium,known_person_name_cluster,mihkel,Mihkel,Mihkel,Mihkel,Mihkel,Mihkel,Michael/Mikko/Mihkel equivalents.
125593,1748589,91,1,Viljandimaa,Pilistvere,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumal,Jumal,Jumal,Jumal,Jumal,God,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125593,1748594,96,2,Viljandimaa,Pilistvere,Martin / Mart / Märt,given_name_family,medium,known_person_name_cluster,mart,Mart,Mart,Mart,Mart,Mart,"Same name family; often Martin/Mart/Märt/Märti, but not proof of one person across poems."
125593,1748605,110,2,Viljandimaa,Pilistvere,Michael / Mikko / Mihkel,given_name_family,medium,english_known_person_name,mikkael,Miikael,Miikael,Miikael,Miikael,Michael,Michael/Mikko/Mihkel equivalents.
125593,1748614,122,3,Viljandimaa,Pilistvere,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumal,jumal,jumal,jumal,jumal,God,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125593,1748615,123,1,Viljandimaa,Pilistvere,Pirikivi,unmapped_possible_person_name,low,root_proper_name,pirikivi,Pirikivi,Pirikivi,Pirikivi,[proper name],[Pirikivi],"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125593,1748619,128,3,Viljandimaa,Pilistvere,Jürmann,unmapped_possible_person_name,low,root_proper_name,jürmann,Jürmann,Jürmann,Jürmann,[proper name],Jürmann,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125600,1748798,2,5,Viljandimaa,Tarvastu,Suisle,unmapped_possible_person_name,low,root_proper_name,suisle,Suisle,Suisle,Suisle,Proper noun,Suisle,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125600,1748799,3,1,Viljandimaa,Tarvastu,Suisle,unmapped_possible_person_name,low,root_proper_name,suisle,Suisle,Suisle,Suisle,Proper noun,Suisle,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
125604,1748863,2,3,Pärnumaa,Pärnu-Jaagupi,God / Jumala / Jumal,religious_title_or_deity,medium,english_known_person_name,härra,härra,härra,härra,härra (lord),lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125608,1748966,11,2,Pärnumaa,Pärnu-Jaagupi,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,herra,herra,herra,herra,herra,lord,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125612,1749074,25,1,Pärnumaa,Pärnu-Jaagupi,God / Jumala / Jumal,religious_title_or_deity,medium,known_person_name_cluster,jumal,jumal,jumal,jumal,jumal,god,"Jumala/Jumal/God/Lord/Creator often refer to the Christian God, but title words can vary by context."
125614,1749132,2,3,Pärnumaa,Pärnu-Jaagupi,Mary / Maria / Maarja / Mari,biblical_religious,medium,known_person_name_cluster,marja,marja,mari,mari,mari,berry,"Usually Mary/Maria, but Mari/Maija can also be ordinary given names in some contexts."
