person_cluster,area_name,english_variant,mentions,poems
Anna / Anne / Ann / Anni,Vesilahti,Anna,1,1
Anna / Anne / Ann / Anni,Vieljärvi,Anni/Annie,3,1
Anna / Anne / Ann / Anni,Vigala,Ann,30,8
Anna / Anne / Ann / Anni,Vigala,Anna,4,4
Anna / Anne / Ann / Anni,Vigala,Anne,10,9
Anna / Anne / Ann / Anni,Vigala,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Viljandi,Ann,9,5
Anna / Anne / Ann / Anni,Viljandi,Anna,2,2
Anna / Anne / Ann / Anni,Viljandi,Anne,29,12
Anna / Anne / Ann / Anni,Virrat,Anna,1,1
Anna / Anne / Ann / Anni,Virrat,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Virtasalmi,Anna,2,2
Anna / Anne / Ann / Anni,Viru-Jaagupi,Ann,12,4
Anna / Anne / Ann / Anni,Viru-Jaagupi,Anna,5,2
Anna / Anne / Ann / Anni,Viru-Jaagupi,Anne,4,3
Anna / Anne / Ann / Anni,Viru-Nigula,Ann,10,5
Anna / Anne / Ann / Anni,Viru-Nigula,Anne,10,5
Anna / Anne / Ann / Anni,Viru-Nigula,Anni/Annie,2,2
Anna / Anne / Ann / Anni,Viru-Nigula,Anu,2,1
Anna / Anne / Ann / Anni,Vuokkiniemi,Anna,1,1
Anna / Anne / Ann / Anni,Vuokkiniemi,Anni/Annie,10,5
Anna / Anne / Ann / Anni,Vuole,Ann,1,1
Anna / Anne / Ann / Anni,Vuole,Anni/Annie,20,9
Anna / Anne / Ann / Anni,Väike-Maarja,Ann,5,5
Anna / Anne / Ann / Anni,Väike-Maarja,Anna,1,1
Anna / Anne / Ann / Anni,Väike-Maarja,Anne,18,14
Anna / Anne / Ann / Anni,Vändra,Ann,4,2
Anna / Anne / Ann / Anni,Vändra,Anna,9,3
Anna / Anne / Ann / Anni,Vändra,Anne,14,7
Anna / Anne / Ann / Anni,Võnnu,Ann,13,6
Anna / Anne / Ann / Anni,Võnnu,Anna,6,3
Anna / Anne / Ann / Anni,Võnnu,Anne,6,3
Anna / Anne / Ann / Anni,Ylämaa,Anni/Annie,1,1
Anna / Anne / Ann / Anni,Äksi,Ann,3,1
Anna / Anne / Ann / Anni,Äksi,Anne,9,5
Catherine / Kadri / Katri,Alatornio,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Ambla,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Ambla,Kadri,40,6
Catherine / Kadri / Katri,Ambla,Kaisa/Kaie,7,6
Catherine / Kadri / Katri,Asikkala,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Audru,Catherine/Katherine,3,1
Catherine / Kadri / Katri,Audru,Kadri,43,7
Catherine / Kadri / Katri,Audru,Kaisa/Kaie,4,2
Catherine / Kadri / Katri,Brandval,Kati,1,1
Catherine / Kadri / Katri,Emmaste,Kati,1,1
Catherine / Kadri / Katri,Eno,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Haljala,Kadri,22,8
Catherine / Kadri / Katri,Haljala,Kaisa/Kaie,20,13
Catherine / Kadri / Katri,Haljala,Katri/Katrina,15,3
Catherine / Kadri / Katri,Halliste,Kadri,40,18
Catherine / Kadri / Katri,Halliste,Kaisa/Kaie,4,3
Catherine / Kadri / Katri,Halsua,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Hanila,Kadri,10,1
Catherine / Kadri / Katri,Hanila,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Hargla,Katri/Katrina,1,1
Catherine / Kadri / Katri,Harju-Jaani,Kadri,15,2
Catherine / Kadri / Katri,Harju-Jaani,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Harju-Madise,Kadri,5,1
Catherine / Kadri / Katri,Hartola,Catherine/Katherine,2,2
Catherine / Kadri / Katri,Heinävesi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Helme,Kadri,63,10
Catherine / Kadri / Katri,Helme,Kaisa/Kaie,6,6
Catherine / Kadri / Katri,Helsinki,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Hietamäki,Katri/Katrina,12,4
Catherine / Kadri / Katri,Hirvensalmi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Hirvensalmi,Katri/Katrina,1,1
Catherine / Kadri / Katri,Hollola,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Hämeenlinna,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Häädemeeste,Kadri,22,4
Catherine / Kadri / Katri,Häädemeeste,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Iisaku,Kadri,1,1
Catherine / Kadri / Katri,Iisaku,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Ilomantsi,Kaisa/Kaie,12,6
Catherine / Kadri / Katri,Impilahti,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Impilahti,Kadri,2,1
Catherine / Kadri / Katri,Impilahti,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Jaakkima,Catherine/Katherine,2,1
Catherine / Kadri / Katri,Joroinen,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Juuru,Kadri,23,3
Catherine / Kadri / Katri,Juva,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Juva,Kaisa/Kaie,6,6
Catherine / Kadri / Katri,Jämaja,Kadri,1,1
Catherine / Kadri / Katri,Jämaja,Kaisa/Kaie,3,1
Catherine / Kadri / Katri,Jämsä,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Jäppilä,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Järva-Jaani,Kadri,13,4
Catherine / Kadri / Katri,Järva-Jaani,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Järva-Madise,Kadri,7,5
Catherine / Kadri / Katri,Järva-Madise,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Jääski,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Jõelähtme,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Jõhvi,Kadri,6,6
Catherine / Kadri / Katri,Jõhvi,Kaisa/Kaie,4,4
Catherine / Kadri / Katri,Jüri,Kadri,4,2
Catherine / Kadri / Katri,Jüri,Kaisa/Kaie,6,4
Catherine / Kadri / Katri,Kaavi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kadrina,Kadri,16,7
Catherine / Kadri / Katri,Kadrina,Kaisa/Kaie,19,10
Catherine / Kadri / Katri,Kajaani,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Kalajoki,Kaisa/Kaie,21,3
Catherine / Kadri / Katri,Kambja,Kadri,1,1
Catherine / Kadri / Katri,Kambja,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kanepi,Kadri,8,2
Catherine / Kadri / Katri,Kanepi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kangasniemi,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Kangasniemi,Katri/Katrina,3,2
Catherine / Kadri / Katri,Kanneljärvi,Katri/Katrina,1,1
Catherine / Kadri / Katri,Kaprio,Katri/Katrina,6,4
Catherine / Kadri / Katri,Karksi,Kadri,41,5
Catherine / Kadri / Katri,Karksi,Kaisa/Kaie,17,8
Catherine / Kadri / Katri,Karula,Kadri,62,5
Catherine / Kadri / Katri,Karula,Katri/Katrina,13,2
Catherine / Kadri / Katri,Karuse,Kadri,30,6
Catherine / Kadri / Katri,Karuse,Kaisa/Kaie,4,3
Catherine / Kadri / Katri,Kauhava,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Kaukola,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Keila,Kadri,1,1
Catherine / Kadri / Katri,Keltto,Katri/Katrina,5,3
Catherine / Kadri / Katri,Kemijärvi,Kaisa/Kaie,3,3
Catherine / Kadri / Katri,Kerimäki,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kihnu,Kaisa/Kaie,4,4
Catherine / Kadri / Katri,Kiihtelysvaara,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Kitee,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kiuruvesi,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Kivennapa,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Kivennapa,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kivijärvi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Kodavere,Kadri,11,3
Catherine / Kadri / Katri,Kodavere,Kaisa/Kaie,7,5
Catherine / Kadri / Katri,Koeru,Kadri,7,2
Catherine / Kadri / Katri,Koeru,Kaisa/Kaie,4,3
Catherine / Kadri / Katri,Koivisto,Katri/Katrina,5,1
Catherine / Kadri / Katri,Kokemäki,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kokemäki,Katri/Katrina,1,1
Catherine / Kadri / Katri,Kolga-Jaani,Kaisa/Kaie,8,7
Catherine / Kadri / Katri,Kontiolahti,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Kontiolahti,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Koprina,Kati,3,3
Catherine / Kadri / Katri,Koprina,Katri/Katrina,11,5
Catherine / Kadri / Katri,Korpiselkä,Katri/Katrina,1,1
Catherine / Kadri / Katri,Kose,Kadri,31,3
Catherine / Kadri / Katri,Kose,Kaisa/Kaie,9,6
Catherine / Kadri / Katri,Kuhmo,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kuhmo,Katri/Katrina,2,1
Catherine / Kadri / Katri,Kullamaa,Kadri,13,3
Catherine / Kadri / Katri,Kuopio,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kuorevesi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kupanitsa,Kati,14,1
Catherine / Kadri / Katri,Kupanitsa,Katri/Katrina,4,2
Catherine / Kadri / Katri,Kurikka,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Kursi,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Kuusalu,Kadri,15,4
Catherine / Kadri / Katri,Kuusalu,Kaisa/Kaie,8,6
Catherine / Kadri / Katri,Kuusalu,Katri/Katrina,1,1
Catherine / Kadri / Katri,Kymi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Käina,Kadri,1,1
Catherine / Kadri / Katri,Kõpu,Kadri,16,4
Catherine / Kadri / Katri,Kõpu,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Laihia,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Laiuse,Kadri,9,3
Catherine / Kadri / Katri,Laiuse,Kaisa/Kaie,3,2
Catherine / Kadri / Katri,Laiuse,Katri/Katrina,10,1
Catherine / Kadri / Katri,Lappee,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Lavansaari,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Lavansaari,Katri/Katrina,1,1
Catherine / Kadri / Katri,Lemi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Lemi,Kaisa/Kaie,5,4
Catherine / Kadri / Katri,Lempaala,Catherine/Katherine,2,2
Catherine / Kadri / Katri,Lempaala,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Lempaala,Katri/Katrina,3,3
Catherine / Kadri / Katri,Liissilä,Katri/Katrina,1,1
Catherine / Kadri / Katri,Loppi,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Luumäki,Katri/Katrina,1,1
Catherine / Kadri / Katri,Lääne-Nigula,Kadri,2,1
Catherine / Kadri / Katri,Lüganuse,Kaisa/Kaie,3,2
Catherine / Kadri / Katri,Maaninka,Katri/Katrina,1,1
Catherine / Kadri / Katri,Maarja-Magdaleena,Kadri,3,3
Catherine / Kadri / Katri,Maarja-Magdaleena,Kaisa/Kaie,5,4
Catherine / Kadri / Katri,Markkova,Katri/Katrina,2,1
Catherine / Kadri / Katri,Metsäpirtti,Catherine/Katherine,2,1
Catherine / Kadri / Katri,Moloskovitsa,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Moloskovitsa,Kati,3,2
Catherine / Kadri / Katri,Moloskovitsa,Katri/Katrina,7,5
Catherine / Kadri / Katri,Muhos,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Muhu,Kadri,18,8
Catherine / Kadri / Katri,Mustjala,Kadri,1,1
Catherine / Kadri / Katri,Mynämäki,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Mäntyharju,Katri/Katrina,1,1
Catherine / Kadri / Katri,Märjamaa,Kadri,17,4
Catherine / Kadri / Katri,Märjamaa,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Narvusi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Narvusi,Kadri,4,2
Catherine / Kadri / Katri,Narvusi,Kaisa/Kaie,16,1
Catherine / Kadri / Katri,Narvusi,Kati,36,21
Catherine / Kadri / Katri,Narvusi,Katri/Katrina,21,14
Catherine / Kadri / Katri,Nurmes,Catherine/Katherine,2,2
Catherine / Kadri / Katri,Nurmes,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Nõo,Kadri,6,1
Catherine / Kadri / Katri,Orimattila,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Otepää,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Oulu,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Oulunsalo,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Paide,Kaisa/Kaie,9,4
Catherine / Kadri / Katri,Paistu,Kadri,34,7
Catherine / Kadri / Katri,Paistu,Kaisa/Kaie,13,6
Catherine / Kadri / Katri,Paistu,Katri/Katrina,52,2
Catherine / Kadri / Katri,Palamuse,Kadri,10,6
Catherine / Kadri / Katri,Palamuse,Kaisa/Kaie,3,3
Catherine / Kadri / Katri,Parainen,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Parikkala,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Peetri,Kadri,26,5
Catherine / Kadri / Katri,Peetri,Kaisa/Kaie,3,3
Catherine / Kadri / Katri,Perho,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Perniö,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Pielavesi,Kaisa/Kaie,3,1
Catherine / Kadri / Katri,Pielisjärvi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Pilistvere,Kaisa/Kaie,4,2
Catherine / Kadri / Katri,Puhja,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Puolanka,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Puolanka,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Pusula,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Puumala,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Pyhäjärvi Vpl.,Katri/Katrina,9,1
Catherine / Kadri / Katri,Pärnu,Kadri,7,2
Catherine / Kadri / Katri,Pärnu,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Pärnu-Jaagupi,Kadri,38,5
Catherine / Kadri / Katri,Pärnu-Jaagupi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Põltsamaa,Kadri,17,4
Catherine / Kadri / Katri,Põltsamaa,Kaisa/Kaie,9,3
Catherine / Kadri / Katri,Põlva,Kadri,21,3
Catherine / Kadri / Katri,Põlva,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Pöide,Kadri,3,1
Catherine / Kadri / Katri,Pöide,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Pöytyä,Kati,1,1
Catherine / Kadri / Katri,Pühalepa,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Rakvere,Kadri,17,3
Catherine / Kadri / Katri,Rannu,Kadri,1,1
Catherine / Kadri / Katri,Rannu,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Rapla,Kadri,5,1
Catherine / Kadri / Katri,Rapla,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Risti,Kadri,26,5
Catherine / Kadri / Katri,Risti,Kaisa/Kaie,6,2
Catherine / Kadri / Katri,Rovaniemi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Rovaniemi,Kati,1,1
Catherine / Kadri / Katri,Ruotsinpyhtää,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Ruovesi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Räpina,Kadri,75,5
Catherine / Kadri / Katri,Räpina,Kaisa/Kaie,3,3
Catherine / Kadri / Katri,Rääkkylä,Kaisa/Kaie,3,2
Catherine / Kadri / Katri,Rääpyvä,Kati,1,1
Catherine / Kadri / Katri,Rääpyvä,Katri/Katrina,4,1
Catherine / Kadri / Katri,Rõngu,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Rõngu,Kadri,4,3
Catherine / Kadri / Katri,Rõuge,Kadri,7,1
Catherine / Kadri / Katri,Rõuge,Katri/Katrina,4,2
Catherine / Kadri / Katri,Saarde,Kadri,3,1
Catherine / Kadri / Katri,Saarde,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Saarijärvi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Sakkola,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Salmi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Sangaste,Kadri,3,2
Catherine / Kadri / Katri,Sangaste,Kaisa/Kaie,5,3
Catherine / Kadri / Katri,Sangaste,Katri/Katrina,1,1
Catherine / Kadri / Katri,Sauvo,Kati,1,1
Catherine / Kadri / Katri,Savitaipale,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Savonlinna,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Savonranta,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Seiskari,Katri/Katrina,1,1
Catherine / Kadri / Katri,Serepetta,Kati,2,1
Catherine / Kadri / Katri,Serepetta,Katri/Katrina,9,6
Catherine / Kadri / Katri,Setumaa,Kadri,27,5
Catherine / Kadri / Katri,Setumaa,Kaisa/Kaie,3,2
Catherine / Kadri / Katri,Setumaa,Kati,2,2
Catherine / Kadri / Katri,Setumaa,Katri/Katrina,1,1
Catherine / Kadri / Katri,Simuna,Kadri,27,4
Catherine / Kadri / Katri,Simuna,Kaisa/Kaie,9,4
Catherine / Kadri / Katri,Skuoritsa,Kati,1,1
Catherine / Kadri / Katri,Soanlahti,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Soanlahti,Katri/Katrina,4,2
Catherine / Kadri / Katri,Sodankylä,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Soikkola,Catherine/Katherine,2,2
Catherine / Kadri / Katri,Soikkola,Kaisa/Kaie,13,4
Catherine / Kadri / Katri,Soikkola,Kati,4,3
Catherine / Kadri / Katri,Soikkola,Katri/Katrina,5,5
Catherine / Kadri / Katri,Soini,Kaisa/Kaie,3,3
Catherine / Kadri / Katri,Sonkajärvi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Sortavala,Kaisa/Kaie,3,2
Catherine / Kadri / Katri,Sortavala,Katri/Katrina,11,3
Catherine / Kadri / Katri,Soutjärvi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Suistamo,Kadri,2,1
Catherine / Kadri / Katri,Suistamo,Kaisa/Kaie,4,4
Catherine / Kadri / Katri,Suistamo,Katri/Katrina,4,3
Catherine / Kadri / Katri,Suojärvi,Katri/Katrina,3,2
Catherine / Kadri / Katri,Suomusjärvi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Suomussalmi,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Suure-Jaani,Kadri,16,6
Catherine / Kadri / Katri,Suure-Jaani,Kaisa/Kaie,6,5
Catherine / Kadri / Katri,Sääksmäki,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Sääminki,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Tammela,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Tampere,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Tartu-Maarja,Kadri,3,1
Catherine / Kadri / Katri,Tartu-Maarja,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Tarvastu,Kadri,17,6
Catherine / Kadri / Katri,Tarvastu,Kaisa/Kaie,3,3
Catherine / Kadri / Katri,Tarvastu,Kati,1,1
Catherine / Kadri / Katri,Tarvastu,Katri/Katrina,3,2
Catherine / Kadri / Katri,Teisko,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Terijoki,Katri/Katrina,1,1
Catherine / Kadri / Katri,Tervo,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Tohmajärvi,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Tohmajärvi,Katri/Katrina,2,1
Catherine / Kadri / Katri,Toksova,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Toksova,Kati,6,1
Catherine / Kadri / Katri,Toksova,Katri/Katrina,7,5
Catherine / Kadri / Katri,Tolmačču,Katri/Katrina,2,1
Catherine / Kadri / Katri,Tori,Kadri,26,5
Catherine / Kadri / Katri,Tori,Kaisa/Kaie,2,1
Catherine / Kadri / Katri,Torma,Kadri,4,4
Catherine / Kadri / Katri,Torma,Kaisa/Kaie,6,1
Catherine / Kadri / Katri,Turku,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Tuupovaara,Catherine/Katherine,2,1
Catherine / Kadri / Katri,Tuupovaara,Kaisa/Kaie,7,1
Catherine / Kadri / Katri,Tyrö,Kaisa/Kaie,10,3
Catherine / Kadri / Katri,Tyrö,Katri/Katrina,15,7
Catherine / Kadri / Katri,Tõstamaa,Catherine/Katherine,3,1
Catherine / Kadri / Katri,Tõstamaa,Kadri,19,7
Catherine / Kadri / Katri,Tõstamaa,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Türi,Kadri,19,3
Catherine / Kadri / Katri,Türi,Kaisa/Kaie,9,5
Catherine / Kadri / Katri,Uhtua,Kaisa/Kaie,3,1
Catherine / Kadri / Katri,Urvaste,Kadri,6,2
Catherine / Kadri / Katri,Urvaste,Katri/Katrina,2,1
Catherine / Kadri / Katri,Uskela,Kati,1,1
Catherine / Kadri / Katri,Uukuniemi,Catherine/Katherine,4,1
Catherine / Kadri / Katri,Uukuniemi,Katri/Katrina,1,1
Catherine / Kadri / Katri,Uusikirkko Tl.,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Uusikirkko Tl.,Kati,1,1
Catherine / Kadri / Katri,Vaasa,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Vaivara,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Vaivara,Kadri,2,2
Catherine / Kadri / Katri,Vaivara,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Vaivara,Katri/Katrina,1,1
Catherine / Kadri / Katri,Valtimo,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Valtimo,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Valtimo,Katri/Katrina,1,1
Catherine / Kadri / Katri,Varbla,Catherine/Katherine,3,1
Catherine / Kadri / Katri,Varbla,Kadri,3,2
Catherine / Kadri / Katri,Varbla,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Varbla,Katri/Katrina,4,1
Catherine / Kadri / Katri,Vastseliina,Kati,1,1
Catherine / Kadri / Katri,Vastseliina,Katri/Katrina,3,2
Catherine / Kadri / Katri,Venjoki,Kaisa/Kaie,12,1
Catherine / Kadri / Katri,Venjoki,Kati,1,1
Catherine / Kadri / Katri,Venjoki,Katri/Katrina,9,3
Catherine / Kadri / Katri,Veteli,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Vigala,Kadri,25,6
Catherine / Kadri / Katri,Vigala,Kaisa/Kaie,8,6
Catherine / Kadri / Katri,Vigala,Kati,1,1
Catherine / Kadri / Katri,Viipuri,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Viitasaari,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Viitasaari,Katri/Katrina,1,1
Catherine / Kadri / Katri,Viljakkala,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Viljandi,Kadri,23,7
Catherine / Kadri / Katri,Viljandi,Kaisa/Kaie,3,3
Catherine / Kadri / Katri,Viljandi,Katri/Katrina,48,1
Catherine / Kadri / Katri,Virrat,Kaisa/Kaie,3,1
Catherine / Kadri / Katri,Virtasalmi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Viru-Jaagupi,Kadri,6,2
Catherine / Kadri / Katri,Viru-Jaagupi,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Viru-Nigula,Kadri,5,4
Catherine / Kadri / Katri,Viru-Nigula,Kaisa/Kaie,2,2
Catherine / Kadri / Katri,Viru-Nigula,Katri/Katrina,1,1
Catherine / Kadri / Katri,Vuole,Catherine/Katherine,3,1
Catherine / Kadri / Katri,Vuole,Kati,16,3
Catherine / Kadri / Katri,Vuole,Katri/Katrina,1,1
Catherine / Kadri / Katri,Väike-Maarja,Kadri,7,2
Catherine / Kadri / Katri,Väike-Maarja,Kaisa/Kaie,13,10
Catherine / Kadri / Katri,Vändra,Kadri,14,8
Catherine / Kadri / Katri,Vändra,Kaisa/Kaie,4,3
Catherine / Kadri / Katri,Värtsilä,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Võnnu,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Võnnu,Kadri,6,1
Catherine / Kadri / Katri,Võnnu,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Yläne,Kaisa/Kaie,1,1
Catherine / Kadri / Katri,Äksi,Catherine/Katherine,1,1
Catherine / Kadri / Katri,Äksi,Kadri,3,2
Catherine / Kadri / Katri,Äksi,Kaisa/Kaie,2,1
Ilmarinen,Brandval,Ilmarinen,1,1
Ilmarinen,Eno,Ilmarinen,2,2
Ilmarinen,Haapavesi,Ilmarinen,1,1
Ilmarinen,Heinävesi,Ilmarinen,1,1
Ilmarinen,Hietamäki,Ilmarinen,1,1
Ilmarinen,Hyrynsalmi,Ilmarinen,1,1
Ilmarinen,Iisalmi,Ilmari/Ilmar,1,1
Ilmarinen,Iisalmi,Ilmarinen,1,1
Ilmarinen,Ilomantsi,Ilmarinen,64,14
Ilmarinen,Impilahti,Ilmarinen,2,2
Ilmarinen,Joroinen,Ilmarinen,1,1
Ilmarinen,Juuka,Ilmari/Ilmar,2,1
Ilmarinen,Juuka,Ilmarinen,1,1
Ilmarinen,Juva,Ilmarinen,3,3
Ilmarinen,Kaavi,Ilmarinen,1,1
Ilmarinen,Kangaslampi,Ilmarinen,1,1
Ilmarinen,Kangasniemi,Ilmari/Ilmar,1,1
Ilmarinen,Kaprio,Ilmarinen,1,1
Ilmarinen,Keltto,Ilmarinen,1,1
Ilmarinen,Kerimäki,Ilmarinen,3,2
Ilmarinen,Kesälahti,Ilmarinen,4,3
Ilmarinen,Kiihtelysvaara,Ilmarinen,1,1
Ilmarinen,Kitee,Ilmari/Ilmar,2,1
Ilmarinen,Kitee,Ilmarinen,12,8
Ilmarinen,Koeru,Ilmari/Ilmar,1,1
Ilmarinen,Kontiolahti,Ilmarinen,2,2
Ilmarinen,Korpiselkä,Ilmarinen,7,2
Ilmarinen,Kuhmoinen,Ilmari/Ilmar,2,1
Ilmarinen,Kuhmoinen,Ilmarinen,2,1
Ilmarinen,Kuusamo,Ilmarinen,1,1
Ilmarinen,Kuusjärvi,Ilmarinen,1,1
Ilmarinen,Lapinlahti,Ilmarinen,3,1
Ilmarinen,Lempaala,Ilmari/Ilmar,1,1
Ilmarinen,Lempaala,Ilmarinen,6,6
Ilmarinen,Liissilä,Ilmari/Ilmar,3,3
Ilmarinen,Liissilä,Ilmarinen,2,2
Ilmarinen,Liperi,Ilmarinen,2,2
Ilmarinen,Metsäpirtti,Ilmarinen,1,1
Ilmarinen,Moloskovitsa,Ilmarinen,2,2
Ilmarinen,Muuruvesi,Ilmarinen,1,1
Ilmarinen,Narvusi,Ilmarinen,3,3
