feature_rank_by_size,semantic_name_group,english_variant,area_name,macroRegion,langLabel,langCode,standard_lemma,mentions,poems,top_local_lemmas,top_surface_forms,top_word_in_english
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Tyrö,Ingria,Finnish,su,Maria,6,2,Maria (6),Maria (6),Maria (6)
1,Mary / Maria / Maarja / Mari,Mary,Tyrö,Ingria,Finnish,su,Mari,5,2,Mari (5),Mari (5),Mary (5)
1,Mary / Maria / Maarja / Mari,Mary,Tyrö,Ingria,Finnish,su,Maria,5,2,Maarja (4); mariaine (1),Maarja (4); Marianna (1),Mary (4); Virgin Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Tyrö,Ingria,Finnish,su,Maaria,2,2,Maariainen (2),Maariainen (1); Maaria(nen) (1),Mary (2)
1,Mary / Maria / Maarja / Mari,Mari,Tõstamaa,Estonia core/west,North Estonian,viP,Mari,4,4,Mari (4),Mari (3); Marikene (1),Mari (3); little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Tõstamaa,Estonia core/west,North Estonian,viP,Maaria,3,1,Maaria (3),Maaria (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Tõstamaa,Estonia core/west,North Estonian,viP,Maie,1,1,Maie (1),Maie (1),Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Tõstamaa,Estonia core/west,North Estonian,viP,Marikene,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Tõstamaa,Estonia core/west,North Estonian,viP,mari & kene,1,1,mari & kene (1),marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Tõstamaa,Estonia core/west,North Estonian,viP,marikene,1,1,marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Tõstamaa,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Töysä,Finland/Savo-Karelia,Finnish,su,Maria,3,2,Maria (3),Mariaan (1); Mariasta (1); Maria (1),to Mary's Day (1); from Mary's Day (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Töysä,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Töysä,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,Maaria (1),Maariasta (1),from Maria (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Töysä,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Marian (1),Maria's (1)
1,Mary / Maria / Maarja / Mari,Mary,Töysä,Finland/Savo-Karelia,Finnish,su,Neitsyt Maria,1,1,neitsytmarija (1),Neitsyt Maria (1),Virgin Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Töysä,Finland/Savo-Karelia,Finnish,su,Neitsyt-Maria,1,1,neitsytmaria (1),Neitsyt-Maria (1),Virgin Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Türi,Estonia core/west,North Estonian,viP,Mari,6,4,Mari (6),Mari (6),Mari (6)
1,Mary / Maria / Maarja / Mari,Mary,Türi,Estonia core/west,North Estonian,viP,Maarja,6,5,Maarja (6),Maarja (6),Mary's (3); Mary (2); Virgin Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Türi,Estonia core/west,North Estonian,viP,Maie,3,2,Maie (3),Maie (2); maiele (1),Maie (2); to Maie (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Türi,Estonia core/west,North Estonian,viP,Maria,1,1,Maria (1),Maria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Uhtua,East Karelia/Veps/Tver,Karelian Proper,ka,Maria,7,6,Maria (2); Moaria (1); Marian (1); Mariaini (1); Maaria (1); muarie (1),Marian (3); Maria (2); Mariaini (1); Maaria (1),Mary (3); Mary's (2); of Mary (1); my Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Uhtua,East Karelia/Veps/Tver,Karelian Proper,ka,Marian,2,1,Moaria (2),Marian (2),Mary's / Earth's (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Uhtua,East Karelia/Veps/Tver,Karelian Proper,ka,Maija,1,1,maijon (1),maijan (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Uhtua,East Karelia/Veps/Tver,Karelian Proper,ka,Maria,1,1,Moaria (1),Moariani (1),my Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Uhtua,East Karelia/Veps/Tver,Karelian Proper,ka,Maaria,1,1,Maarian (1),Maarian (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Uhtua,East Karelia/Veps/Tver,Karelian Proper,ka,Marjatta,1,1,Moarie (1),Marja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Urjala,Finland/Savo-Karelia,Finnish,su,Maria,3,2,Maaria (3),Maria (2); Maaria (1),Mary (3)
1,Mary / Maria / Maarja / Mari,Mari,Urvaste,South Estonia/Seto,South Estonian,viE,Mari,9,8,Mari (6); mari (2); maril (1),Mari (7); Marikene (1); Maril (1),Mari (7); little Mari (1); Mari-on (1)
1,Mary / Maria / Maarja / Mari,Mary,Urvaste,South Estonia/Seto,South Estonian,viE,Mari,3,1,Mari (3),Mari (2); Maril (1),Mary (2); to Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Urvaste,South Estonia/Seto,South Estonian,viE,Maari & ema,2,1,maariemä (2),Maari-ema (2),Mother-Maari (2)
1,Mary / Maria / Maarja / Mari,Mari,Urvaste,South Estonia/Seto,South Estonian,viE,Marike,1,1,Marikõnõ (1),Marikese (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Urvaste,South Estonia/Seto,South Estonian,viE,Marile,1,1,Maali (1),Marile (1),Mari (name) (1)
1,Mary / Maria / Maarja / Mari,Mari,Urvaste,South Estonia/Seto,South Estonian,viE,mari,1,1,mari (1),Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Urvaste,South Estonia/Seto,South Estonian,viE,maritütreke,1,1,marikõnõ (1),Marikõne (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Urvaste,South Estonia/Seto,South Estonian,viE,Maarja,1,1,maarja (1),Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Urvaste,South Estonia/Seto,South Estonian,viE,maarjakene,1,1,maarjakõnõ (1),maarjakene (1),little Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Uskela,Finland/Savo-Karelia,Finnish,su,Maija,11,7,Maija (8); maija (2); Maijal (1),Maija (9); Maijalle (1); Maijalla (1),Maija (9); to Maija (1); on Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Uskela,Finland/Savo-Karelia,Finnish,su,neitsytmaaria,3,3,neitsymaaria (2); neitsytmaaria (1),Neitsyt Maaria (1); neitsyt Maaria (1); neitsytmaaria (1),Virgin Mary (3)
1,Mary / Maria / Maarja / Mari,Mary,Uskela,Finland/Savo-Karelia,Finnish,su,Maria,2,2,maria (1); Maarja (1),Maria (1); Maarjan (1),Mary (1); Mary's (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Uskela,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maaria (1),Maaria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Uskela,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,Maaria (1),Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Uskela,Finland/Savo-Karelia,Finnish,su,neitsyt-Maarja,1,1,neitsymaarja (1),neitsyt-Maarja (1),Virgin Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Uukuniemi,East Karelia/Veps/Tver,Finnish,su,Maaria,5,3,Maaria (4); Maariinen (1),Maaria (3); Maariinen (2),Mary (3); little Mary (2)
1,Mary / Maria / Maarja / Mari,Mary,Uukuniemi,East Karelia/Veps/Tver,Finnish,su,Maria,4,2,Maaria (3); Maari-ine-n (1),Maariinen (2); Maaria (1); Maria (1),Mary (2); little Mary (2)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Uukuniemi,East Karelia/Veps/Tver,Finnish,su,mariapiika,1,1,mariapiika (1),Maria-piika (1),Maria-maid (1)
1,Mary / Maria / Maarja / Mari,Mary,Uukuniemi,East Karelia/Veps/Tver,Finnish,su,Maariinen,1,1,Maariinen (1),Maariinen (1),little Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Uusikaupunki,Finland/Savo-Karelia,Finnish,su,Maija,4,4,Maija (3); maija (1),Maija (4),Maija (4)
1,Mary / Maria / Maarja / Mari,Mary,Uusikaupunki,Finland/Savo-Karelia,Finnish,su,Neitsyt Maria,2,2,neitsytmaria (1); neitsytmarja (1),Neitsyt Maria (1); Neitsyt Marja (1),Virgin Mary (2)
1,Mary / Maria / Maarja / Mari,Mary,Uusikaupunki,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Uusikirkko Tl.,Finland/Savo-Karelia,Finnish,su,Maija,2,2,Maija (2),Maija (2),Maija (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vahto,Finland/Savo-Karelia,Finnish,su,Maija,2,2,Maija (2),Maija (2),Maija (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vahto,Finland/Savo-Karelia,Finnish,su,makkara & Maija,1,1,makkara & Maija (1),Makkara-Maija (1),Sausage-Maija (1)
1,Mary / Maria / Maarja / Mari,Mari,Vaivara,Estonia core/west,North Estonian,viP,Mari,9,5,Mari (9),Mari (9),Mari (8); Mari's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vaivara,Estonia core/west,North Estonian,viP,Maie,8,1,Maie (8),Maie (8),Maie (8)
1,Mary / Maria / Maarja / Mari,Mari,Vaivara,Estonia core/west,North Estonian,viP,Marike,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Vaivara,Estonia core/west,North Estonian,viP,maritütar,1,1,marikene (1),marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Vaivara,Estonia core/west,North Estonian,viP,Maria,1,1,Maria (1),Mariaga (1),with Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Vaivara,Estonia core/west,North Estonian,viP,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Valkeasaari,Ingria,Finnish,su,Mari,1,1,Mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Valkeasaari,Ingria,Finnish,su,Maria,1,1,Maria (1),Mariaista (1),from Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Vanaja,Finland/Savo-Karelia,Finnish,su,Maaria,3,2,Maaria (3),Maaria (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vanaja,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Mari,Varbla,Estonia core/west,North Estonian,viP,Mari,9,6,Mari (7); Marike (2),Mari (6); Marike (2); Maril (1),Mari (7); Mari (diminutive) (1); on Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Varbla,Estonia core/west,North Estonian,viP,Marikene,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Varbla,Estonia core/west,North Estonian,viP,Maarja,1,1,Maarja (1),Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Varbla,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Varbla,Estonia core/west,North Estonian,viP,Maria,1,1,maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Varpaisjärvi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Varpaisjärvi,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,Maaria (1),Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Varpaisjärvi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Marija (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Vastseliina,South Estonia/Seto,South Estonian,viE,Maarja,24,5,Maarja (15); maarja (6); marijide (1); maarijide (1); maarijale (1),Maarja (18); Maarjat (5); Maarjale (1),Mary's (17); Mary (5); of Mary's (1); to Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vastseliina,South Estonia/Seto,South Estonian,viE,Mai,11,1,Mai (11),Maie (6); Mai (4); Maiele (1),Maie (10); to Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Vastseliina,South Estonia/Seto,South Estonian,viE,Mari,5,5,Mari (2); mari (1); mariaga (1); Marä (1),Mari (4); Mariaga (1),Mari (4); with Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Vastseliina,South Estonia/Seto,South Estonian,viE,mari,4,1,mari (4),mari (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Mary,Vastseliina,South Estonia/Seto,South Estonian,viE,Maarja lehm,1,1,maariklehmä (1),Maarja lehm (1),Mary's cow (1)
1,Mary / Maria / Maarja / Mari,Mary,Vastseliina,South Estonia/Seto,South Estonian,viE,Marikene,1,1,marikõnõ (1),Marikene (1),little Mary (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Venjoki,Ingria,Finnish,su,Maria,4,4,Maria (2); Marialta (1); Marija (1),Maria (2); Marialta (1); Marija (1),Maria (3); from Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Venjoki,Ingria,Finnish,su,Maria,3,2,Maria (2); Marija (1),Maria (2); Marija (1),Mary (3)
1,Mary / Maria / Maarja / Mari,Mari,Venjoki,Ingria,Finnish,su,Mari,2,2,Mari (2),Marin (1); Mari (1),Mari's (1); Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Venjoki,Ingria,Finnish,su,Mari,1,1,Mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Venjoki,Ingria,Finnish,su,Marja,1,1,Marja (1),Marja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Venjoki,Ingria,Finnish,su,Marjatta,1,1,Marjatta (1),Marjati (1),little Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Venjoki,Ingria,Finnish,su,marjainen,1,1,mariainen (1),Mariainen (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vesilahti,Finland/Savo-Karelia,Finnish,su,Maija,3,3,Maija (3),Maija (3),Maija (3)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vesilahti,Finland/Savo-Karelia,Finnish,su,musta & Maija,1,1,musta & Maija (1),musta-Maija (1),Black-Maija (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Veteli,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Vieljärvi,East Karelia/Veps/Tver,Livvi-Karelian,kaA,Maria,1,1,Moaria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Vigala,Estonia core/west,North Estonian,viP,Mari,7,3,Mari (6); marikene (1),Mari (6); Marikene (1),Mari (6); little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Vigala,Estonia core/west,North Estonian,viP,Maarja,4,3,Maarja (4),Maarja (4),Mary's (3); Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vigala,Estonia core/west,North Estonian,viP,Mai,3,3,Maie (2); Mai (1),Maie (3),Maie (2); Maie's (1)
1,Mary / Maria / Maarja / Mari,Mary,Vigala,Estonia core/west,North Estonian,viP,Mari,2,2,Mari (2),Mari (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vigala,Estonia core/west,North Estonian,viP,Maie,1,1,Maie (1),Maie (1),Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Vigala,Estonia core/west,North Estonian,viP,Marike,1,1,Marikene (1),Marikene (1),Little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Vigala,Estonia core/west,North Estonian,viP,Marikene,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Vigala,Estonia core/west,North Estonian,viP,marikene,1,1,marikene (1),marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Vihanti,Finland/Savo-Karelia,Finnish,su,Maria,2,1,Maarija (2),Maarijaan (1); Maarijasta (1),into Mary (1); from Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vihanti,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Viitasaari,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijan (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Viitasaari,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Mariaa (1),Maria (obj.) (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Viljakkala,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (Mary) (1)
1,Mary / Maria / Maarja / Mari,Mary,Viljandi,Estonia core/west,North Estonian,viP,Mari,25,10,Mari (25),Mari (24); Marida (1),Mary (24); Mary (object) (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Viljandi,Estonia core/west,North Estonian,viP,Maarja,12,1,Maarja (12),Maarja (8); Maarjake (3); Maarjat (1),Maria (8); little Maria (3); Maria's (1)
1,Mary / Maria / Maarja / Mari,Mary,Viljandi,Estonia core/west,North Estonian,viP,Maarja,10,8,Maarja (5); maarja (2); maariake (1); Maari (1); Maarija (1),Maarja (7); maarja (1); Maarjake (1); Maarjale (1),Mary's (4); Mary (4); little Mary (1); to Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Viljandi,Estonia core/west,North Estonian,viP,Mari,9,6,Mari (9),Mari (9),Mari (7); Mari (name) (1); Mari's (1)
1,Mary / Maria / Maarja / Mari,Mary,Viljandi,Estonia core/west,North Estonian,viP,Maaria,3,2,maariani (2); Maaria (1),Maariani (2); Maaria (1),until Mary (2); Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Viljandi,Estonia core/west,North Estonian,viP,Maria,2,2,Maria (1); mariale (1),Marial (1); Mariale (1),Mary (1); to Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Viljandi,Estonia core/west,North Estonian,viP,Mats-Mari,1,1,Mats-Mari (1),Matsi-Mariti (1),Mats-Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Viljandi,Estonia core/west,North Estonian,viP,maarja,1,1,maarja (1),maarja (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Viljandi,Estonia core/west,North Estonian,viP,maarjavars,1,1,maarjavars (1),maarjavars (1),Mary's stalk (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vimpeli,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Vimpeli,Finland/Savo-Karelia,Finnish,su,Maariaan,1,1,maariaan (1),Maariaan (1),to Maria (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Vimpeli,Finland/Savo-Karelia,Finnish,su,Mariasta,1,1,mariasta (1),Mariasta (1),from Maria (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Virrat,Finland/Savo-Karelia,Finnish,su,länsimaija,2,1,lanssimaija (2),Länsimaija (2),West-Maija (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Virrat,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijan (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Mary,Virrat,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Virtasalmi,Finland/Savo-Karelia,Finnish,su,Mari,1,1,Marija (1),Marijaa (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Virtasalmi,Finland/Savo-Karelia,Finnish,su,Mati/Mari,1,1,Mati/Mari (1),Matista/Marista (1),from Mati/from Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Virtasalmi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,mariaa (1),Mariaa (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mari,Viru-Jaagupi,Estonia core/west,North Estonian,viP,Mari,6,4,Mari (4); marikene (1); Mai (1),Mari (3); marikene (1); Marjaga (1); Marjast (1),Mari (3); little Mari (1); with Mari (1); from Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Viru-Jaagupi,Estonia core/west,North Estonian,viP,maarjamaa,2,1,maarjamaa (2),maarjamaale (1); maarjamaalta (1),Virgin Mary's land (1); from Mary's land (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Viru-Jaagupi,Estonia core/west,North Estonian,viP,Maie,1,1,Maie (1),Maielt (1),from Maie (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Viru-Jaagupi,Estonia core/west,North Estonian,viP,mai+ke,1,1,maie+kene (1),maiekene (1),little Maie (1)
1,Mary / Maria / Maarja / Mari,Mary,Viru-Jaagupi,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Viru-Nigula,Estonia core/west,North Estonian,viP,Maie,11,2,Maie (11),Maie (11),Maie (11)
1,Mary / Maria / Maarja / Mari,Mari,Viru-Nigula,Estonia core/west,North Estonian,viP,Mari,6,3,Mari (6),Mari (5); Maril (1),Mari (4); of Mari (1); at Mari's (1)
1,Mary / Maria / Maarja / Mari,Mary,Viru-Nigula,Estonia core/west,North Estonian,viP,Mari,2,1,Mari (2),Mari (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Mary,Viru-Nigula,Estonia core/west,North Estonian,viP,Maria,2,2,Maria (2),Maria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Viru-Nigula,Estonia core/west,North Estonian,viP,maiekene,1,1,maiekene (1),maiekene (1),little Maie (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Viru-Nigula,Estonia core/west,North Estonian,viP,Maria,1,1,Maria (1),Mariaga (1),with Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Vittanki,Finland/Savo-Karelia,Tornedalen Finnish,su,Maria,1,1,Maaria (1),Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Mari,11,5,Mari (8); mari (3),Mari (9); Marin (2),Mari (9); of Mari (1); Mari's (1)
1,Mary / Maria / Maarja / Mari,Mary,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Maria,9,8,Maria (4); Muarie (2); Moarie (1); Maarian (1); maria (1),Maria (4); Marian (3); Moarie (1); marian (1),Mary (5); Mary's (4)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Maria,3,3,Moaria (1); Maria (1); Maaria (1),Moariani (1); Maria (1); Maaria (1),Maria (2); my Maria (1)
1,Mary / Maria / Maarja / Mari,Mari,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Mari&ni,2,1,Mari&ni (2),Mariani (2),my Mari (2)
1,Mary / Maria / Maarja / Mari,Mary,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Maaria,2,2,Moarie (1); Maaria (1),Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Mary,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Mari,2,2,Mari (2),Mari (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Maija,1,1,Maija (1),Maijaa (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,maija,1,1,maijo (1),maijon (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Mari,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Mari&nensa,1,1,Mari&nensa (1),Marjoineen (1),with her Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Marian,1,1,Maria(n) (1),Marian (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,Marja,1,1,Marja (1),Marja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Vuole,Ingria,Finnish,su,Mari,4,2,marilt (2); marill (1); Mari (1),Marilta (2); Marilla (1); Mari (1),from Mari (2); on Mari (1); Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Vuole,Ingria,Finnish,su,Maria,4,1,Maria (4),Marian (2); Maria (2),Maria's (2); Maria (2)
1,Mary / Maria / Maarja / Mari,Mary,Vuole,Ingria,Finnish,su,Maria,4,4,Maria (1); mairosein (1); Moaria (1); maaria (1),Marian (2); Mariasta (1); Maria (1),Mary's (1); my Mary? (1); from Mary (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Vuole,Ingria,Finnish,su,Maaria,3,2,Maarii (2); Maaria (1),Maaria (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Mary,Vuole,Ingria,Finnish,su,Mari,2,1,Mari (2),Mari (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Mari,Vuole,Ingria,Finnish,su,(proper),1,1,Mari (1),Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Vuole,Ingria,Finnish,su,Marin,1,1,Marin (1),Marin (1),Mari's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Väike-Maarja,Estonia core/west,North Estonian,viP,Maie,6,2,Maie (6),Maie (6),Maie (6)
1,Mary / Maria / Maarja / Mari,Mari,Väike-Maarja,Estonia core/west,North Estonian,viP,Mari,4,4,Mari (4),Mari (3); Maril (1),Mari (3); at Mari's (1)
1,Mary / Maria / Maarja / Mari,Mary,Väike-Maarja,Estonia core/west,North Estonian,viP,Maarja,4,4,Maarja (1); Maaria (1); Moarja (1); maarjas (1),Maarja (4),Mary (3); Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Väike-Maarja,Estonia core/west,North Estonian,viP,Mari,3,2,Mari (3),Mari (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Väike-Maarja,Estonia core/west,North Estonian,viP,mai+ke,1,1,maie+kene (1),maiekene (1),little Maie (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Väike-Maarja,Estonia core/west,North Estonian,viP,maiekene,1,1,maiekene (1),maiekene (1),little Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Väike-Maarja,Estonia core/west,North Estonian,viP,Marikene,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Väike-Maarja,Estonia core/west,North Estonian,viP,Maarja,1,1,maarja (1),maarjalle (1),to Maarja (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Vändra,Estonia core/west,North Estonian,viP,Maie,2,2,Maie (proper noun) (1); Maie (1),Maie (2),Maie (2)
