feature_rank_by_size,semantic_name_group,area_name,macroRegion,langLabel,langCode,area_mentions,dominant_standard_lemma_category,dominant_mentions,dominant_share,variant_category_count,entropy,variant_distribution
2,Martin / Mart / Märt,Liissilä,Ingria,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Loppi,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Maaninka,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Metsäpirtti,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Miikkulainen,Ingria,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Muhos,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Mäntyharju,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Orimattila,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Paltamo,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Pielavesi,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Pihtipudas,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Piippola,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Puolanka,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Pusula,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Puumala,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Pyhäjärvi Ol.,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Pühalepa,Estonia core/west,North Estonian,viP,1,Mart,1,1.0,1,-0.0,Mart (1)
2,Martin / Mart / Märt,Serepetta,Ingria,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Soikkola,Ingria,Ingrian,in,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Soutjärvi,East Karelia/Veps/Tver,Veps,ve,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Taivalkoski,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Teuva,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Toksova,Ingria,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Valtimo,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
2,Martin / Mart / Märt,Viitasaari,Finland/Savo-Karelia,Finnish,su,1,Other,1,1.0,1,-0.0,Other (1)
3,John / Jaan / Jussi / Hans,Peetri,Estonia core/west,North Estonian,viP,103,Jaan,53,0.5145631067961165,6,1.0855,Jaan (53); jaanike (38); Other (7); Ants (3); Hans (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Paistu,Estonia core/west,South Estonian,viE,92,jaan,54,0.5869565217391305,8,1.3052,jaan (54); Jaan (15); Hans (11); Other (6); Ants (2); jaanike (2); Jaani (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Kolga-Jaani,Estonia core/west,North Estonian,viP,78,Jaan,26,0.3333333333333333,7,1.6383,Jaan (26); Other (18); Hans (13); Ants (12); jaan (6); Juhan (2); jaanike (1)
3,John / Jaan / Jussi / Hans,Karksi,Estonia core/west,South Estonian,viE,68,Jaan,40,0.5882352941176471,8,1.397,Jaan (40); Hans (8); Other (7); Ants (5); Jussi (3); Juhan (2); jaanike (2); jaan (1)
3,John / Jaan / Jussi / Hans,Halliste,Estonia core/west,South Estonian,viE,67,Jaan,35,0.5223880597014925,7,1.383,Jaan (35); Hans (14); Other (7); Ants (6); jaanike (3); Jaani (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Koeru,Estonia core/west,North Estonian,viP,67,jaan,42,0.6268656716417911,6,1.2514,jaan (42); Ants (6); Jaan (6); Hans (5); jaanike (5); Other (3)
3,John / Jaan / Jussi / Hans,Viljandi,Estonia core/west,North Estonian,viP,63,Hans,18,0.2857142857142857,8,1.7389,Hans (18); Jaan (15); Ants (11); Other (11); jaanike (3); Juhan (2); Jussi (2); Jaani (1)
3,John / Jaan / Jussi / Hans,Helme,Estonia core/west,South Estonian,viE,52,Jaan,34,0.6538461538461539,5,1.0702,Jaan (34); Other (7); Ants (6); Hans (4); Jaani (1)
3,John / Jaan / Jussi / Hans,Karuse,Estonia core/west,North Estonian,viP,50,Jaan,24,0.48,5,1.3439,Jaan (24); Other (11); Ants (7); Hans (6); jaanike (2)
3,John / Jaan / Jussi / Hans,Kose,Estonia core/west,North Estonian,viP,49,Hans,18,0.3673469387755102,4,1.3072,Hans (18); Other (16); Ants (8); Jaan (7)
3,John / Jaan / Jussi / Hans,Põltsamaa,Estonia core/west,North Estonian,viP,46,Hans,21,0.45652173913043476,6,1.4489,Hans (21); Jaan (9); Other (7); Ants (6); jaan (2); Juhan (1)
3,John / Jaan / Jussi / Hans,Haljala,Estonia core/west,North Estonian,viP,43,Ants,18,0.4186046511627907,6,1.4869,Ants (18); Jaan (11); Juhan (5); Other (5); jaan (3); Hans (1)
3,John / Jaan / Jussi / Hans,Kuusalu,Estonia core/west,North Estonian,viP,42,Jaan,16,0.38095238095238093,7,1.604,Jaan (16); Ants (9); Other (8); Jaani (4); Hans (3); jaan (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Tarvastu,Estonia core/west,South Estonian,viE,42,Ants,15,0.35714285714285715,6,1.5257,Ants (15); Hans (12); Jaan (7); Juhan (4); Other (3); jaanike (1)
3,John / Jaan / Jussi / Hans,Muhu,Estonia core/west,North Estonian,viP,39,Jaan,30,0.7692307692307693,5,0.8054,Jaan (30); Other (5); jaanike (2); Ants (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Setumaa,South Estonia/Seto,South Estonian,viE,39,Other,20,0.5128205128205128,6,1.295,Other (20); Jaan (10); jaanike (5); Ants (2); Juhan (1); jaan (1)
3,John / Jaan / Jussi / Hans,Häädemeeste,Estonia core/west,North Estonian,viP,35,Jaani,23,0.6571428571428571,5,0.9299,Jaani (23); Jaan (9); Hans (1); Other (1); jaan (1)
3,John / Jaan / Jussi / Hans,Suure-Jaani,Estonia core/west,North Estonian,viP,35,Jaan,22,0.6285714285714286,6,1.2163,Jaan (22); Hans (4); Other (4); Juhan (2); jaan (2); Ants (1)
3,John / Jaan / Jussi / Hans,Ambla,Estonia core/west,North Estonian,viP,33,Hans,13,0.3939393939393939,6,1.4009,Hans (13); Jaan (11); Other (5); Ants (2); Juhan (1); jaan (1)
3,John / Jaan / Jussi / Hans,Märjamaa,Estonia core/west,North Estonian,viP,30,Jaan,17,0.5666666666666667,3,0.9517,Jaan (17); Ants (9); Other (4)
3,John / Jaan / Jussi / Hans,Pilistvere,Estonia core/west,North Estonian,viP,28,Other,12,0.42857142857142855,6,1.3968,Other (12); Jaan (7); Hans (6); Ants (1); Jaani (1); jaan (1)
3,John / Jaan / Jussi / Hans,Puhja,Estonia core/west,South Estonian,viE,28,Other,14,0.5,6,1.3008,Other (14); Jaan (8); Hans (3); Ants (1); Jaani (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Pärnu,Estonia core/west,North Estonian,viP,28,Jaan,16,0.5714285714285714,5,1.1624,Jaan (16); Hans (7); Ants (2); Other (2); jaan (1)
3,John / Jaan / Jussi / Hans,Tori,Estonia core/west,North Estonian,viP,28,Jaan,11,0.39285714285714285,5,1.347,Jaan (11); Other (9); Hans (5); Ants (2); jaanike (1)
3,John / Jaan / Jussi / Hans,Vändra,Estonia core/west,North Estonian,viP,26,Hans,13,0.5,5,1.2384,Hans (13); Jaan (7); Other (4); Ants (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Audru,Estonia core/west,North Estonian,viP,25,Hans,11,0.44,5,1.2971,Hans (11); Other (7); Jaan (5); Juhan (1); jaan (1)
3,John / Jaan / Jussi / Hans,Kadrina,Estonia core/west,North Estonian,viP,25,Jaan,8,0.32,6,1.6561,Jaan (8); Hans (5); Ants (4); Other (4); Juhan (3); jaan (1)
3,John / Jaan / Jussi / Hans,Võnnu,Estonia core/west,South Estonian,viE,24,Hans,11,0.4583333333333333,6,1.4691,Hans (11); Jaan (5); Ants (3); Other (3); Juhan (1); Jussi (1)
3,John / Jaan / Jussi / Hans,Risti,Estonia core/west,North Estonian,viP,23,Jaan,10,0.43478260869565216,6,1.5464,Jaan (10); Juhan (4); Ants (3); Other (3); jaanike (2); Hans (1)
3,John / Jaan / Jussi / Hans,Rõuge,South Estonia/Seto,South Estonian,viE,23,Jaan,7,0.30434782608695654,5,1.4849,Jaan (7); Other (6); Ants (5); Hans (4); jaanike (1)
3,John / Jaan / Jussi / Hans,Väike-Maarja,Estonia core/west,North Estonian,viP,23,Hans,9,0.391304347826087,4,1.2161,Hans (9); Jaan (7); Ants (6); Other (1)
3,John / Jaan / Jussi / Hans,Laiuse,Estonia core/west,North Estonian,viP,22,Ants,6,0.2727272727272727,4,1.3822,Ants (6); Jaan (6); Hans (5); Other (5)
3,John / Jaan / Jussi / Hans,Vigala,Estonia core/west,North Estonian,viP,21,Jaan,13,0.6190476190476191,4,1.0606,Jaan (13); Hans (4); Ants (2); Other (2)
3,John / Jaan / Jussi / Hans,Jüri,Estonia core/west,North Estonian,viP,19,Hans,7,0.3684210526315789,5,1.3371,Hans (7); Jaan (7); Other (3); Ants (1); jaan (1)
3,John / Jaan / Jussi / Hans,Muurla,Finland/Savo-Karelia,Finnish,su,19,Jussi,17,0.8947368421052632,2,0.3365,Jussi (17); Other (2)
3,John / Jaan / Jussi / Hans,Harju-Jaani,Estonia core/west,North Estonian,viP,18,Jaan,7,0.3888888888888889,5,1.4405,Jaan (7); Hans (4); Other (4); Ants (2); jaanike (1)
3,John / Jaan / Jussi / Hans,Järva-Madise,Estonia core/west,North Estonian,viP,18,Hans,8,0.4444444444444444,4,1.042,Hans (8); Jaan (8); Jaani (1); Other (1)
3,John / Jaan / Jussi / Hans,Tartu-Maarja,Estonia core/west,South Estonian,viE,18,Jaan,10,0.5555555555555556,4,1.12,Jaan (10); Hans (4); Other (3); Juhan (1)
3,John / Jaan / Jussi / Hans,Uskela,Finland/Savo-Karelia,Finnish,su,18,Jussi,17,0.9444444444444444,2,0.2146,Jussi (17); Other (1)
3,John / Jaan / Jussi / Hans,Hanila,Estonia core/west,North Estonian,viP,17,Jaan,15,0.8823529411764706,3,0.4438,Jaan (15); Juhan (1); Other (1)
3,John / Jaan / Jussi / Hans,Jõhvi,Estonia core/west,North Estonian,viP,17,Jaan,5,0.29411764705882354,6,1.5603,Jaan (5); Other (5); jaanike (4); Ants (1); Hans (1); jaan (1)
3,John / Jaan / Jussi / Hans,Mihkli,Estonia core/west,North Estonian,viP,17,Jaan,11,0.6470588235294118,4,1.0062,Jaan (11); Other (3); Hans (2); Ants (1)
3,John / Jaan / Jussi / Hans,Sangaste,Estonia core/west,South Estonian,viE,17,Jaan,6,0.35294117647058826,3,1.0951,Jaan (6); Other (6); Ants (5)
3,John / Jaan / Jussi / Hans,Kaarma,Estonia core/west,North Estonian,viP,16,Hans,11,0.6875,3,0.7775,Hans (11); Jaan (4); Ants (1)
3,John / Jaan / Jussi / Hans,Räpina,South Estonia/Seto,South Estonian,viE,16,Jaan,12,0.75,5,0.9089,Jaan (12); Ants (1); Hans (1); Juhan (1); Other (1)
3,John / Jaan / Jussi / Hans,Simuna,Estonia core/west,North Estonian,viP,16,Jaan,7,0.4375,4,1.282,Jaan (7); Hans (4); Ants (3); Other (2)
3,John / Jaan / Jussi / Hans,Karja,Estonia core/west,North Estonian,viP,15,Hans,14,0.9333333333333333,2,0.2449,Hans (14); Jaan (1)
3,John / Jaan / Jussi / Hans,Martna,Estonia core/west,North Estonian,viP,15,Jaan,10,0.6666666666666666,4,0.9882,Jaan (10); Other (2); jaanike (2); jaan (1)
3,John / Jaan / Jussi / Hans,Paide,Estonia core/west,North Estonian,viP,15,Juhan,9,0.6,3,0.8532,Juhan (9); Hans (5); Other (1)
3,John / Jaan / Jussi / Hans,Rapla,Estonia core/west,North Estonian,viP,15,Jaan,7,0.4666666666666667,3,1.0438,Jaan (7); Hans (5); Other (3)
3,John / Jaan / Jussi / Hans,Saarde,Estonia core/west,North Estonian,viP,15,Hans,10,0.6666666666666666,3,0.8609,Hans (10); Jaan (3); Other (2)
3,John / Jaan / Jussi / Hans,Türi,Estonia core/west,North Estonian,viP,15,Hans,7,0.4666666666666667,5,1.3954,Hans (7); Jaan (3); Juhan (2); Other (2); jaan (1)
3,John / Jaan / Jussi / Hans,Urvaste,South Estonia/Seto,South Estonian,viE,15,Other,7,0.4666666666666667,5,1.2635,Other (7); Jaan (5); Ants (1); Juhan (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Hattula,Finland/Savo-Karelia,Finnish,su,14,Jussi,13,0.9285714285714286,2,0.2573,Jussi (13); Other (1)
3,John / Jaan / Jussi / Hans,Heinävesi,Finland/Savo-Karelia,Finnish,su,14,Jussi,13,0.9285714285714286,2,0.2573,Jussi (13); Other (1)
3,John / Jaan / Jussi / Hans,Jõelähtme,Estonia core/west,North Estonian,viP,14,Ants,6,0.42857142857142855,4,1.1973,Ants (6); Other (5); Jaan (2); Hans (1)
3,John / Jaan / Jussi / Hans,Viru-Nigula,Estonia core/west,North Estonian,viP,14,Hans,6,0.42857142857142855,4,1.2397,Hans (6); Jaan (4); Other (3); Ants (1)
3,John / Jaan / Jussi / Hans,Järva-Jaani,Estonia core/west,North Estonian,viP,13,Hans,5,0.38461538461538464,4,1.2203,Hans (5); Jaan (5); Ants (2); Juhan (1)
3,John / Jaan / Jussi / Hans,Otepää,Estonia core/west,South Estonian,viE,13,Jaan,4,0.3076923076923077,7,1.7782,Jaan (4); Hans (3); Other (2); Ants (1); Juhan (1); jaan (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Saarijärvi,Finland/Savo-Karelia,Finnish,su,13,Jussi,13,1.0,1,-0.0,Jussi (13)
3,John / Jaan / Jussi / Hans,Torma,Estonia core/west,North Estonian,viP,13,Jaan,8,0.6153846153846154,3,0.9251,Jaan (8); Other (3); Hans (2)
3,John / Jaan / Jussi / Hans,Narvusi,Ingria,Ingrian,in,12,Other,12,1.0,1,-0.0,Other (12)
3,John / Jaan / Jussi / Hans,Nõo,Estonia core/west,South Estonian,viE,12,Jaan,9,0.75,3,0.7215,Jaan (9); Ants (2); Other (1)
3,John / Jaan / Jussi / Hans,Palamuse,Estonia core/west,North Estonian,viP,12,Hans,7,0.5833333333333334,3,0.8877,Hans (7); Jaan (4); Other (1)
3,John / Jaan / Jussi / Hans,Äksi,Estonia core/west,North Estonian,viP,12,Juhan,4,0.3333333333333333,6,1.6326,Juhan (4); Jaan (3); Ants (2); Hans (1); Other (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Karula,South Estonia/Seto,South Estonian,viE,11,Juhan,6,0.5454545454545454,4,1.121,Juhan (6); Jaan (3); Other (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Kõpu,Estonia core/west,North Estonian,viP,11,Hans,7,0.6363636363636364,3,0.86,Hans (7); Jaan (3); jaanike (1)
3,John / Jaan / Jussi / Hans,Mustjala,Estonia core/west,North Estonian,viP,11,Ants,7,0.6363636363636364,3,0.86,Ants (7); Jaan (3); Jussi (1)
3,John / Jaan / Jussi / Hans,Nurmes,Finland/Savo-Karelia,Finnish,su,11,Jussi,11,1.0,1,-0.0,Jussi (11)
3,John / Jaan / Jussi / Hans,Pöide,Estonia core/west,North Estonian,viP,11,Jaan,4,0.36363636363636365,4,1.3421,Jaan (4); Juhan (3); Hans (2); Other (2)
3,John / Jaan / Jussi / Hans,Vuokkiniemi,East Karelia/Veps/Tver,Karelian Proper,ka,11,Jussi,11,1.0,1,-0.0,Jussi (11)
3,John / Jaan / Jussi / Hans,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,10,Jussi,10,1.0,1,-0.0,Jussi (10)
3,John / Jaan / Jussi / Hans,Kullamaa,Estonia core/west,North Estonian,viP,10,Jaan,3,0.3,5,1.5048,Jaan (3); Other (3); Ants (2); Hans (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Rannu,Estonia core/west,South Estonian,viE,10,Jaan,5,0.5,5,1.3592,Jaan (5); Other (2); Ants (1); Hans (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Tammela,Finland/Savo-Karelia,Finnish,su,10,Jussi,10,1.0,1,-0.0,Jussi (10)
3,John / Jaan / Jussi / Hans,Kihelkonna,Estonia core/west,North Estonian,viP,9,Jaan,8,0.8888888888888888,2,0.3488,Jaan (8); Ants (1)
3,John / Jaan / Jussi / Hans,Varbla,Estonia core/west,North Estonian,viP,9,Jaan,5,0.5555555555555556,3,0.9369,Jaan (5); Other (3); Ants (1)
3,John / Jaan / Jussi / Hans,Hämeenlinna,Finland/Savo-Karelia,Finnish,su,8,Jussi,6,0.75,2,0.5623,Jussi (6); Other (2)
3,John / Jaan / Jussi / Hans,Kursi,Estonia core/west,North Estonian,viP,8,Other,3,0.375,5,1.4942,Other (3); Jaan (2); Hans (1); Juhan (1); jaan (1)
3,John / Jaan / Jussi / Hans,Leppävirta,Finland/Savo-Karelia,Finnish,su,8,Jussi,7,0.875,2,0.3768,Jussi (7); Other (1)
3,John / Jaan / Jussi / Hans,Lüganuse,Estonia core/west,North Estonian,viP,8,Ants,4,0.5,3,0.9743,Ants (4); Jaan (3); Hans (1)
3,John / Jaan / Jussi / Hans,Mynämäki,Finland/Savo-Karelia,Finnish,su,8,Jussi,8,1.0,1,-0.0,Jussi (8)
3,John / Jaan / Jussi / Hans,Pühalepa,Estonia core/west,North Estonian,viP,8,Jaan,4,0.5,3,0.9743,Jaan (4); Other (3); Ants (1)
3,John / Jaan / Jussi / Hans,Rõngu,Estonia core/west,South Estonian,viE,8,Jaan,6,0.75,3,0.7356,Jaan (6); Other (1); jaan (1)
3,John / Jaan / Jussi / Hans,Heinjoki,Finland/Savo-Karelia,Finnish,su,7,Jussi,7,1.0,1,-0.0,Jussi (7)
3,John / Jaan / Jussi / Hans,Ilomantsi,Finland/Savo-Karelia,Finnish,su,7,Jussi,5,0.7142857142857143,2,0.5983,Jussi (5); Other (2)
3,John / Jaan / Jussi / Hans,Kitee,Finland/Savo-Karelia,Finnish,su,7,Jussi,7,1.0,1,-0.0,Jussi (7)
3,John / Jaan / Jussi / Hans,Lapua,Finland/Savo-Karelia,Finnish,su,7,Jussi,7,1.0,1,-0.0,Jussi (7)
3,John / Jaan / Jussi / Hans,Pärnu-Jaagupi,Estonia core/west,North Estonian,viP,7,Hans,2,0.2857142857142857,4,1.3518,Hans (2); Jaan (2); Other (2); jaanike (1)
3,John / Jaan / Jussi / Hans,Pöytyä,Finland/Savo-Karelia,Finnish,su,7,Jussi,7,1.0,1,-0.0,Jussi (7)
3,John / Jaan / Jussi / Hans,Ruovesi,Finland/Savo-Karelia,Finnish,su,7,Jussi,7,1.0,1,-0.0,Jussi (7)
3,John / Jaan / Jussi / Hans,Sakkola,Finland/Savo-Karelia,Finnish,su,7,Jussi,7,1.0,1,-0.0,Jussi (7)
3,John / Jaan / Jussi / Hans,Vaivara,Estonia core/west,North Estonian,viP,7,Ants,3,0.42857142857142855,4,1.277,Ants (3); Hans (2); Jaan (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Viru-Jaagupi,Estonia core/west,North Estonian,viP,7,Jaan,2,0.2857142857142857,5,1.5498,Jaan (2); Other (2); Ants (1); Hans (1); Jaani (1)
3,John / Jaan / Jussi / Hans,Hargla,South Estonia/Seto,South Estonian,viE,6,Jaan,5,0.8333333333333334,2,0.4506,Jaan (5); Other (1)
3,John / Jaan / Jussi / Hans,Kangasniemi,Finland/Savo-Karelia,Finnish,su,6,Jussi,6,1.0,1,-0.0,Jussi (6)
3,John / Jaan / Jussi / Hans,Kontiolahti,Finland/Savo-Karelia,Finnish,su,6,Jussi,4,0.6666666666666666,2,0.6365,Jussi (4); Other (2)
3,John / Jaan / Jussi / Hans,Lihula,Estonia core/west,North Estonian,viP,6,Jaan,6,1.0,1,-0.0,Jaan (6)
3,John / Jaan / Jussi / Hans,Maarja-Magdaleena,Estonia core/west,North Estonian,viP,6,Jaan,4,0.6666666666666666,3,0.8676,Jaan (4); Hans (1); Juhan (1)
3,John / Jaan / Jussi / Hans,Pielavesi,Finland/Savo-Karelia,Finnish,su,6,Jussi,4,0.6666666666666666,2,0.6365,Jussi (4); Other (2)
3,John / Jaan / Jussi / Hans,Põlva,South Estonia/Seto,South Estonian,viE,6,Jaan,4,0.6666666666666666,2,0.6365,Jaan (4); Ants (2)
3,John / Jaan / Jussi / Hans,Ranua,Finland/Savo-Karelia,Finnish,su,6,Jussi,6,1.0,1,-0.0,Jussi (6)
3,John / Jaan / Jussi / Hans,Renko,Finland/Savo-Karelia,Finnish,su,6,Jussi,5,0.8333333333333334,2,0.4506,Jussi (5); Other (1)
3,John / Jaan / Jussi / Hans,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,6,Jussi,4,0.6666666666666666,2,0.6365,Jussi (4); Other (2)
3,John / Jaan / Jussi / Hans,Tõstamaa,Estonia core/west,North Estonian,viP,6,Jaan,3,0.5,3,1.0114,Jaan (3); Ants (2); Other (1)
3,John / Jaan / Jussi / Hans,Alavus,Finland/Savo-Karelia,Finnish,su,5,Jussi,3,0.6,2,0.673,Jussi (3); Other (2)
3,John / Jaan / Jussi / Hans,Hartola,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Hauho,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Hausjärvi,Finland/Savo-Karelia,Outside selected Finnic areas,ru,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Iisaku,Estonia core/west,North Estonian,viP,5,Hans,2,0.4,4,1.3322,Hans (2); Jaan (1); Other (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Juuru,Estonia core/west,North Estonian,viP,5,Jaan,2,0.4,4,1.3322,Jaan (2); Ants (1); Other (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Kaavi,Finland/Savo-Karelia,Finnish,su,5,Jussi,3,0.6,2,0.673,Jussi (3); Other (2)
3,John / Jaan / Jussi / Hans,Muolaa,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Nilsiä,Finland/Savo-Karelia,Finnish,su,5,Jussi,4,0.8,2,0.5004,Jussi (4); Other (1)
3,John / Jaan / Jussi / Hans,Pudasjärvi,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Pyhäjärvi Ul.,Finland/Savo-Karelia,Finnish,su,5,Jussi,4,0.8,2,0.5004,Jussi (4); Other (1)
3,John / Jaan / Jussi / Hans,Savonlinna,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Somero,Finland/Savo-Karelia,Finnish,su,5,Jussi,3,0.6,2,0.673,Jussi (3); Other (2)
3,John / Jaan / Jussi / Hans,Suonenjoki,Finland/Savo-Karelia,Finnish,su,5,Other,3,0.6,2,0.673,Other (3); Jussi (2)
3,John / Jaan / Jussi / Hans,Tuulos,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Tuusniemi,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Varkaus,Finland/Savo-Karelia,Finnish,su,5,Jussi,5,1.0,1,-0.0,Jussi (5)
3,John / Jaan / Jussi / Hans,Vuole,Ingria,Finnish,su,5,Jussi,4,0.8,2,0.5004,Jussi (4); Other (1)
3,John / Jaan / Jussi / Hans,Anseküla,Estonia core/west,North Estonian,viP,4,Juhan,2,0.5,3,1.0397,Juhan (2); Hans (1); Jaan (1)
3,John / Jaan / Jussi / Hans,Iisalmi,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Kanepi,South Estonia/Seto,South Estonian,viE,4,Ants,1,0.25,4,1.3863,Ants (1); Jaan (1); Other (1); jaanike (1)
3,John / Jaan / Jussi / Hans,Koski Hl.,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Lahti,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Lumivaara,Finland/Savo-Karelia,Finnish,su,4,Other,3,0.75,2,0.5623,Other (3); Jussi (1)
3,John / Jaan / Jussi / Hans,Luopioinen,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Lääne-Nigula,Estonia core/west,North Estonian,viP,4,Ants,4,1.0,1,-0.0,Ants (4)
3,John / Jaan / Jussi / Hans,Mäntsälä,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Paimio,Finland/Savo-Karelia,Finnish,su,4,Jussi,2,0.5,2,0.6931,Jussi (2); Other (2)
3,John / Jaan / Jussi / Hans,Punkalaidun,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Pyhäjärvi Ol.,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Rakvere,Estonia core/west,North Estonian,viP,4,Jaan,3,0.75,2,0.5623,Jaan (3); Other (1)
3,John / Jaan / Jussi / Hans,Rääkkylä,Finland/Savo-Karelia,Finnish,su,4,Jussi,3,0.75,2,0.5623,Jussi (3); Other (1)
3,John / Jaan / Jussi / Hans,Soikkola,Ingria,Ingrian,in,4,Other,3,0.75,2,0.5623,Other (3); Jaani (1)
3,John / Jaan / Jussi / Hans,Sonkajärvi,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Sortavala,East Karelia/Veps/Tver,Finnish,su,4,Jussi,3,0.75,2,0.5623,Jussi (3); Other (1)
3,John / Jaan / Jussi / Hans,Sysmä,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Turtola,Finland/Savo-Karelia,Finnish,su,4,Jussi,4,1.0,1,-0.0,Jussi (4)
3,John / Jaan / Jussi / Hans,Tyrvää,Finland/Savo-Karelia,Finnish,su,4,Jussi,2,0.5,2,0.6931,Jussi (2); Other (2)
