feature_rank_by_size,semantic_name_group,english_variant,area_name,macroRegion,langLabel,langCode,county,place_name,p_id,v_id,v_pos,w_pos,word,word_normalised,local_lemma,standard_lemma,root,word_in_english
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405661,6,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405662,7,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405663,8,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405664,9,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405665,10,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405666,11,6,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405667,12,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405668,13,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405669,14,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405670,15,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405671,16,3,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405671,16,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405672,17,2,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405672,17,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405673,18,6,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405674,19,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405675,20,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405676,22,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405677,23,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405678,24,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405679,25,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405680,26,3,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,1255848,27,1,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,1255848,27,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405681,28,1,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405681,28,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405682,29,1,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405682,29,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405683,30,3,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405684,31,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405685,32,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405686,33,3,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405687,34,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405688,35,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405689,36,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405690,37,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405691,38,6,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,1544484,39,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405692,40,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405693,41,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405694,42,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405695,43,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405696,44,5,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405697,45,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,1255848,46,1,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,1255848,46,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405681,47,1,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405681,47,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405698,48,1,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405698,48,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405699,49,3,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405700,50,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405701,52,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405702,53,4,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405703,54,3,märti,märti,märti,märti,(refrain),Märti
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,1370059,57,1,märt,märt,märt,märt,märt,Märt
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2404253,63,2,märti,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405706,64,3,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405707,65,1,märt,märt,märt,märt,märt,Märt
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405711,70,3,märdi,märdi,märt,märt,märt,Märt's
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405712,71,2,märdil,märdil,märt,märt,märt,on Märt
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168207,2405713,73,2,märdil,märdil,märt,märt,märt,on Märt
2,Martin / Mart / Märt,Märt/Märti,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168237,2406020,2,2,märt,Märt,Märt,Märt,Märt,Märt
3,John / Jaan / Jussi / Hans,Ants,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168240,2406034,2,1,ants,Ants,Ants,Ants,Ants (given name),Ants
3,John / Jaan / Jussi / Hans,Ants,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168241,2406041,1,1,Ants,Ants,Ants,Ants,Andreas (via Hans),Ants
3,John / Jaan / Jussi / Hans,Hans,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168242,2406046,1,1,Ants,Ants,Ants,Hans,Hans (German loan),Hans
7,Peter / Pietari / Peeter,Peter,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168252,2406084,1,1,Peeter,Peeter,Peeter,Peeter,Proper name (Greek Petros),Peter
3,John / Jaan / Jussi / Hans,Ants,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168252,2406086,3,1,Ants,Ants,Ants,Ants,Proper name (Antonius),Ants
3,John / Jaan / Jussi / Hans,Jaan/Jaani,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168282,2406631,1,4,jaanikene,Jaanikene,jaanikene,jaanike,Jaan & -kene,little Jaan
6,Anna / Anne / Ann / Anni,Anne,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168282,1417864,6,2,anne,Anne,Anne,Anne,Anne,Anne
3,John / Jaan / Jussi / Hans,Jaan/Jaani,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168282,2406644,16,3,jaanike,Jaanike,Jaan,Jaan,Jaan & -ke,little Jaan
4,Catherine / Kadri / Katri,Kadri,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168298,2406940,7,4,kadri,Kadri,Kadri,Kadri,Kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168298,2406941,8,2,kadri,Kadri,Kadri,Kadri,Kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168298,2406941,8,4,kadri,Kadri,Kadri,Kadri,Kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168298,2406942,10,5,kadri,Kadri,Kadri,Kadri,Kadri,Kadri
1,Mary / Maria / Maarja / Mari,Mari,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168308,2407045,2,2,mari,Mari,Mari,Mari,Mari,Mari
1,Mary / Maria / Maarja / Mari,Mary,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168351,2407700,2,2,maarja,Maarja,Maarja,Maarja,Maarja,Mary
3,John / Jaan / Jussi / Hans,Hans,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168368,2407866,5,3,hansu,Hansu,Hans,Hans,Hans,Hans's
3,John / Jaan / Jussi / Hans,Hans,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168368,2407870,9,1,hans,Hans,Hans,Hans,Hans,Hans
4,Catherine / Kadri / Katri,Kadri,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168397,2408394,8,2,kadrikarja,Kadrikarja,Kadri+kari,Kadrikari,(name) & kari,Kadri-herd
1,Mary / Maria / Maarja / Mari,Mari,Halliste,Estonia core/west,South Estonian,viE,Pärnumaa,Halliste,168397,2408395,9,1,mari,Mari,Mari,Mari,(name),Mari
1,Mary / Maria / Maarja / Mari,Mary,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168455,2409890,2,3,maarja,Maarja,Maarja,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168492,2410741,3,4,Maarja,Maarja,Maarja,Maarja,Maria (via German/Latin),Mary
1,Mary / Maria / Maarja / Mari,Mary,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168492,2410742,4,4,Maarja,Maarja,Maarja,Maarja,Maria,Mary
1,Mary / Maria / Maarja / Mari,Mary,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168492,2410743,5,4,Maarja,Maarja,Maarja,Maarja,Maria,Mary
1,Mary / Maria / Maarja / Mari,Mary,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168492,2410744,6,4,Maarja,Maarja,Maarja,Maarja,Maria,Mary
5,Jesus / Christ,Jesus,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168496,2410772,4,1,jeesus,Jeesus,Jeesus,Jeesus,Jeesus (loan),Jesus
1,Mary / Maria / Maarja / Mari,Mary,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168496,1342415,5,1,maarja,Maarja,Maarja,Maarja,Maria (loan),Mary
5,Jesus / Christ,Jesus,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168507,2410871,4,1,jeesus,Jeesus,Jeesus,Jeesus,Jeesus,Jesus
5,Jesus / Christ,Christ,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168507,2410871,4,2,kristus,Kristus,Kristus,Kristus,Kristus,Christ
5,Jesus / Christ,Jesus,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168511,2410894,4,5,jeesus,Jeesus,Jeesus,Jeesus,Jeesus,Jesus
5,Jesus / Christ,Christ,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168511,2410894,4,6,kristus,Kristus,Kristus,Kristus,Kristus,Christ
5,Jesus / Christ,Jesus,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168511,2410895,5,3,jeesus,Jeesus,Jeesus,Jeesus,Jeesus,Jesus
5,Jesus / Christ,Christ,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168511,2410895,5,4,kristus,Kristus,Kristus,Kristus,Kristus,Christ
5,Jesus / Christ,Jesus,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168514,2410913,3,3,jeesus,Jeesus,Jeesus,Jeesus,Jeesus,Jesus
6,Anna / Anne / Ann / Anni,Anne,Saarde,Estonia core/west,North Estonian,viP,Pärnumaa,Saarde,168518,2410932,3,1,annele,Annele,Anne,Anne,Anne,To-Anne
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168548,2411416,42,1,maari,Maarja,maari,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168548,2411417,43,1,maari,Maarja,maari,Maarja,Maarja,Mary
4,Catherine / Kadri / Katri,Kaisa/Kaie,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168568,2411883,42,4,vardukaie,varduga Kaie,vardukaie,varduga Kaie,vard & Kaie,Kaie with stick
4,Catherine / Kadri / Katri,Kaisa/Kaie,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168568,2411883,54,4,vardukaie,varduga Kaie,vardukaie,varduga Kaie,vard & Kaie,Kaie with stick
4,Catherine / Kadri / Katri,Kaisa/Kaie,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168568,2411883,70,4,vardukaie,varduga Kaie,vardukaie,varduga Kaie,vard & Kaie,Kaie with stick
4,Catherine / Kadri / Katri,Kaisa/Kaie,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168568,2411912,81,4,vardukaie,varduga Kaie,vardukaie,varduga Kaie,vard & Kaie,Kaie with stick
4,Catherine / Kadri / Katri,Kaisa/Kaie,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168568,2411883,89,4,vardukaie,varduga Kaie,vardukaie,varduga Kaie,vard & Kaie,Kaie with stick
4,Catherine / Kadri / Katri,Kaisa/Kaie,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168568,2411883,93,4,vardukaie,varduga Kaie,vardukaie,varduga Kaie,vard & Kaie,Kaie with stick
3,John / Jaan / Jussi / Hans,Ants,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168577,2412059,9,2,Ants,Ants,Ants,Ants,Ants,Ants
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168585,2412200,2,1,maari,Maarja,Maari,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168599,2412455,73,3,maari,Maarja,Maarja,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168599,2412456,75,1,maari,Maarja,Maarja,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168599,2412460,80,1,maari,Maarja,Maarja,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168601,2412540,46,2,maari,Maarja,Maari,Maarja,(proper noun),Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168604,2128516,2,2,maari,Maari,Maari,Maarja,Maria,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168613,2412777,19,1,maari,Maarja,Maari,Maarja,Maarja,Mary's
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168654,2413470,8,2,maari,Maari,Maari,Maarja,Maarja,Mary
4,Catherine / Kadri / Katri,Kadri,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168654,2413477,16,3,kadri,Kadri,Kadri,Kadri,Kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168654,2413487,27,3,kadri,Kadri,Kadri,Kadri,Kadri,Kadri
6,Anna / Anne / Ann / Anni,Anne,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168700,2414400,21,2,anne,Anne,Anne,Anne,Anne,Anne
6,Anna / Anne / Ann / Anni,Anne,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168700,2414404,25,1,anne,Anne,Anne,Anne,Anne,Anne
7,Peter / Pietari / Peeter,Peter,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168709,2414695,56,1,peenderesse,Peetri,Peender,Peeter,Peeter,into Peter's
7,Peter / Pietari / Peeter,Peter,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168709,2414695,56,2,peetre,Peetri,Peeter,Peeter,Peeter,Peter's
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168719,2414933,2,2,maari,Maari,maari,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168735,2415520,22,1,maari,Maari,Maari,Maari,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168735,2415524,27,1,maari,Maari,Maari,Maari,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168754,2416089,23,3,maie,Maie,maie,Maie,?,Maie
3,John / Jaan / Jussi / Hans,Jussi,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168755,2416104,1,3,jussi,Jussi,Jussi,Jussi,proper name,Jussi
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168759,2416224,26,1,maari,Maarja,Maarja,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168759,2416230,34,3,maari,Maarja,Maarja,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168759,2416232,36,1,maral,Maarja,Maarja,Maarja,Maarja,Mary's
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168759,2416232,36,2,maari,Maarja,Maarja,Maarja,Maarja,Mary
1,Mary / Maria / Maarja / Mari,Mari,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168775,2129473,15,2,maari,Maari,Maari,Mari,Mari,Mari's
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168777,2416798,30,3,maari,Maari,Maari,Maari,Maari,Mary
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168777,2416799,32,2,maari,Maari,Maari,Maari,Maari,Mary
6,Anna / Anne / Ann / Anni,Anne,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168782,2417073,36,2,anne,Anne,Anne,Anne,Anne,Anne
3,John / Jaan / Jussi / Hans,Ants,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168783,2417089,8,1,ants,Ants,Ants,Ants,Ants,Ants
1,Mary / Maria / Maarja / Mari,Mari,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168806,2417740,30,3,mari,Mari,Mari,Mari,Mari,Mari
6,Anna / Anne / Ann / Anni,Anne,Karksi,Estonia core/west,South Estonian,viE,Pärnumaa,Karksi,168806,2417741,31,3,anne,Anne,Anne,Anne,Anne,Anne
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417929,3,2,kadrilapsi,kadrilapsi,kadri+laps,kadrilaps,kadri & laps,Kadri's children
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417931,5,1,kadrid,kadrid,kadri,kadri,kadri,Kadri(s)
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417934,8,1,kadrid,kadrid,kadri,kadri,kadri,Kadri(s)
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417940,15,1,kadril,kadril,kadri,kadri,kadri,on Kadri
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417945,20,1,kadri,kadri,kadri,kadri,kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417948,23,1,kadri,kadri,kadri,kadri,kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417949,24,1,kadri,kadri,kadri,kadri,kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417950,25,1,kadri,kadri,kadri,kadri,kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417951,26,3,kadri,kadri,kadri,kadri,kadri,Kadri's
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417952,27,1,kadril,kadril,kadri,kadri,kadri,on Kadri
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,1932506,29,1,kadri,kadri,kadri,kadri,kadri,Kadri
4,Catherine / Kadri / Katri,Kadri,Häädemeeste,Estonia core/west,North Estonian,viP,Pärnumaa,Häädemeeste,168812,2417954,30,1,kadri,kadri,kadri,kadri,kadri,Kadri
